scene_ID,frame_ID,object_ID,category,x,y,z,yaw
0020,4,9,VEHICLE,37.373043252388015,8.424982106165718,-1.232245,-0.006332844015370487
0020,4,14,VEHICLE,55.91778149239587,4.802788918757511,-1.004613,0.006101155984629347
0020,4,17,VEHICLE,43.4405636845812,0.3754302895601348,-1.150125,0.014306155984629587
0020,4,127,VEHICLE,42.7688412611472,-2.9679400222427548,-1.116682,-0.00033584401537023467
0020,4,128,VEHICLE,52.2962501553607,-2.1210823391805844,-1.007178,-0.0008368440153705414
0020,5,1,VEHICLE,13.711448892463245,-2.315302967417419,-1.447952,-0.11935886095288772
0020,5,2,VEHICLE,11.012613221156435,7.790686687535475,-1.516788,0.008438139047111992
0020,5,3,VEHICLE,22.1362058394276,8.201302513670091,-1.393266,-1.8609528882329585e-06
0020,5,4,VEHICLE,15.201492775843008,3.7719550952987135,-1.464313,-0.010650860952887697
0020,5,5,VEHICLE,26.04473468694837,3.8896181759322275,-1.308088,-0.00558686095288774
0020,5,6,VEHICLE,25.119602162899053,-2.735890940576115,-1.248568,-1.8609528882329585e-06
0020,5,8,VEHICLE,34.37166413622203,4.228922323634711,-1.243109,-0.011200860952887748
0020,5,9,VEHICLE,37.36812912327431,8.407696217056776,-1.234722,-0.006543860952887837
0020,5,14,VEHICLE,56.126442630089265,4.791370565384434,-1.002965,0.005860139047112245
0020,5,17,VEHICLE,44.05870107227712,0.3672184491165638,-1.148672,0.01383313904711203
0020,5,127,VEHICLE,43.32446601396867,-2.984846382361909,-1.109106,-0.0006838609528876383
0020,5,128,VEHICLE,52.9947021912016,-2.141610078582461,-1.003172,-0.0013098609528876537
0020,6,1,VEHICLE,14.045353748966937,-2.3603136000033085,-1.450874,-0.11665923975273307
0020,6,2,VEHICLE,11.136768433008069,7.781972908467522,-1.528892,0.008121760247266518
0020,6,3,VEHICLE,22.1849277310138,8.188343616091156,-1.395311,-0.002783239752733202
0020,6,4,VEHICLE,15.377848409899311,3.7629072270415325,-1.465078,-0.010104239752732891
0020,6,5,VEHICLE,26.2862755672355,3.8838555879000474,-1.312282,-0.005719239752733252
0020,6,6,VEHICLE,25.45762835704658,-2.7418425304877143,-1.253545,-0.0003172397527326787
0020,6,8,VEHICLE,34.617965614113935,4.227665777591684,-1.240982,-0.013906239752733196
0020,6,9,VEHICLE,37.495648889800094,8.381724105845656,-1.234647,-0.0066942397527332
0020,6,14,VEHICLE,56.33146722396044,4.787778376708282,-1.001317,0.005786760247266098
0020,6,17,VEHICLE,44.673938444763365,0.36463532372966423,-1.147218,0.013528760247266458
0020,6,127,VEHICLE,43.87776257442533,-2.9962234762529345,-1.101529,-0.0008632397527330582
0020,6,128,VEHICLE,53.690693023356246,-2.1550339186212755,-0.999166,-0.0016132397527330866
0020,7,1,VEHICLE,14.409105522556551,-2.400671554188807,-1.453795,-0.11366035588537748
0020,7,2,VEHICLE,11.287700573505006,7.777048307890986,-1.538001,0.008106644114622252
0020,7,3,VEHICLE,22.26032648864905,8.182460531936291,-1.397356,-0.005264355885377547
0020,7,4,VEHICLE,15.58220962882622,3.7589020410180276,-1.465844,-0.009256355885377321
0020,7,5,VEHICLE,26.55578511362321,3.8864149933937715,-1.316475,-0.0055513558853772516
0020,7,6,VEHICLE,25.825612708229677,-2.739712438559663,-1.258522,-0.0003323558853773889
0020,7,8,VEHICLE,34.89214191441266,4.237234266061992,-1.238855,-0.016310355885377437
0020,7,9,VEHICLE,37.649797942666815,8.367429986648308,-1.234573,-0.0065433558853773555
0020,7,14,VEHICLE,56.56419793065749,4.801525841623925,-0.99967,0.006013644114622796
0020,7,17,VEHICLE,45.318210335997804,0.3759236479461621,-1.145764,0.013524644114621953
0020,7,127,VEHICLE,44.46108348405264,-2.9939727446894593,-1.093953,-0.0007413558853772706
0020,7,128,VEHICLE,54.41646546284274,-2.151871732457277,-0.99516,-0.0016173558853775916
0020,8,1,VEHICLE,14.737822756368221,-2.4384514844377523,-1.456717,-0.11049307281383225
0020,8,2,VEHICLE,11.401827146362582,7.77411682152207,-1.540376,0.008258927186167497
0020,8,3,VEHICLE,22.298900582485746,8.18031435635443,-1.399401,-0.007578072813832382
0020,8,4,VEHICLE,15.750485503131033,3.7575838057324704,-1.466609,-0.00824107281383224
0020,8,5,VEHICLE,26.789184628158825,3.8935337057198796,-1.320669,-0.005216072813832184
0020,8,6,VEHICLE,26.158606439215223,-2.7330919220301597,-1.263499,-0.0001800728138321439
0020,8,8,VEHICLE,35.13013582567129,4.2527601014154595,-1.236727,-0.018547072813832166
0020,8,9,VEHICLE,37.72754470751754,8.378742567105567,-1.24154,-0.006550072813832131
0020,8,14,VEHICLE,56.79962116685622,4.81009816567466,-1.005961,0.0060069271861671325
0020,8,17,VEHICLE,45.926955451610624,0.3951175767493815,-1.144311,0.013688927186167987
0020,8,127,VEHICLE,45.00945663581754,-2.983994067065053,-1.086377,-0.0004530728138321116
0020,8,128,VEHICLE,55.107128873353304,-2.1392386859489703,-0.991154,-0.0014540728138321413
0020,9,1,VEHICLE,15.095275594561974,-2.4742180803155325,-1.459639,-0.10725996014192818
0020,9,2,VEHICLE,11.543834541185937,7.7729876335573636,-1.521197,0.008477039858071578
0020,9,3,VEHICLE,22.36548461160866,8.18045329901748,-1.401446,-0.009825960141927936
0020,9,4,VEHICLE,15.947060964747815,3.758220759766123,-1.467375,-0.007159960141928323
0020,9,5,VEHICLE,27.053442533616362,3.897494146391081,-1.321581,-0.005148960141928338
0020,9,6,VEHICLE,26.520312113912883,-2.723702979592089,-1.268476,3.803985807193655e-05
0020,9,8,VEHICLE,35.3963860325073,4.271571066889363,-1.2346,-0.0207189601419282
0020,9,9,VEHICLE,37.83327979813433,8.393386362156383,-1.248507,-0.006489960141928375
0020,9,14,VEHICLE,57.063272097513654,4.823379189934507,-1.012253,0.0060670398580713325
0020,9,17,VEHICLE,46.564209190384005,0.4185937565137984,-1.142857,0.013918039858071829
0020,9,127,VEHICLE,45.586567915042814,-2.9698398260724477,-1.0788,-9.89601419281172e-05
0020,9,128,VEHICLE,55.826483950352845,-2.121654767254725,-0.987148,-0.0012249601419282996
0020,10,1,VEHICLE,15.416570091863557,-2.51333639681511,-1.46256,-0.10427431758639294
0020,10,2,VEHICLE,11.65218437677096,7.769275950927256,-1.500071,0.008447682413606827
0020,10,3,VEHICLE,22.39851677466716,8.175270916195867,-1.403492,-0.012321317586392766
0020,10,4,VEHICLE,16.108998928503134,3.755202427080772,-1.46814,-0.006326317586392793
0020,10,5,VEHICLE,27.283097048726695,3.8950900775048836,-1.322492,-0.005328317586392739
0020,10,6,VEHICLE,26.845772526652492,-2.720490627705247,-1.273452,7.682413607046357e-06
0020,10,8,VEHICLE,35.628127812422484,4.281955137822955,-1.232473,-0.023137317586392925
0020,10,9,VEHICLE,37.905519352846284,8.398904335885414,-1.255474,-0.006678317586393145
0020,10,14,VEHICLE,57.29255762620867,4.822868949564004,-1.018545,0.00587868241360745
0020,10,17,VEHICLE,47.165989804509,0.43109842302542645,-1.141404,0.01389968241360684
0020,10,127,VEHICLE,46.127372945153546,-2.96645142689092,-1.071224,7.682413607046357e-06
0020,10,128,VEHICLE,56.509732115366006,-2.1172850459212484,-0.983142,-0.0012433175863928447
0020,11,1,VEHICLE,15.77055867230342,-2.5418346758654002,-1.462584,-0.09577359981907296
0020,11,2,VEHICLE,11.7761982226918,7.765097967534404,-1.540818,0.008315400180927135
0020,11,3,VEHICLE,22.425401565883057,8.172134720991846,-1.41037,-0.008953599819073066
0020,11,4,VEHICLE,16.311681977010004,3.7512382339198047,-1.472541,-0.005191599819073023
0020,11,5,VEHICLE,27.509275409822994,3.895436874369128,-1.323404,-0.00537159981907287
0020,11,6,VEHICLE,27.2144056813391,-2.726109702174213,-1.274413,-0.00012459981907309015
0020,11,8,VEHICLE,35.856324788413964,4.296226632052692,-1.230345,-0.025419599819072936
0020,11,9,VEHICLE,37.97366630518323,8.408544628855253,-1.262441,-0.006730599819073202
0020,11,14,VEHICLE,57.51823046383936,4.829193949877392,-1.024837,0.005826400180926505
0020,11,17,VEHICLE,47.764748792730174,0.44924031132752595,-1.13995,0.014017400180926565
0020,11,127,VEHICLE,46.85136107397771,-2.9554847768122174,-1.070117,0.0046784001809268005
0020,11,128,VEHICLE,57.190329545109506,-2.1059683054193155,-0.979136,-0.00112459981907298
0020,12,1,VEHICLE,16.15292679691593,-2.568758950973879,-1.462608,-0.087167947042051
0020,12,2,VEHICLE,11.927234733794133,7.762196818407358,-1.545946,0.008288052957948544
0020,12,3,VEHICLE,22.479523947764115,8.17103387376537,-1.417249,-0.005480947042050932
0020,12,4,VEHICLE,16.542076521220825,3.748796802812424,-1.476943,-0.003951947042051263
0020,12,5,VEHICLE,27.763128018713086,3.8984984565363394,-1.324315,-0.005310947042051151
0020,12,6,VEHICLE,27.611432174980884,-2.728943312624924,-1.275374,-0.0001509470420510972
0020,12,8,VEHICLE,36.11215462286242,4.314090318428098,-1.228218,-0.027597947042051096
0020,12,9,VEHICLE,38.06901818062862,8.421881734844906,-1.269408,-0.006676947042051129
0020,12,14,VEHICLE,57.77149794849,4.841382471333982,-1.031128,0.005880052957948578
0020,12,17,VEHICLE,48.39155249903183,0.47249209215427396,-1.138497,0.014241052957949307
0020,12,127,VEHICLE,47.60374627937461,-2.939414688264909,-1.06901,0.009454052957948988
0020,12,128,VEHICLE,57.89923559860561,-2.088493560504318,-0.97513,-0.0009019470420512654
0020,13,1,VEHICLE,16.50029907506728,-2.594758680028375,-1.462632,-0.07852870903887377
0020,13,2,VEHICLE,12.04279315725503,7.7600256699618155,-1.533776,0.008293290961125521
0020,13,3,VEHICLE,22.49827946945164,8.170784646004073,-1.424128,-0.0019757090388736742
0020,13,4,VEHICLE,16.73724837927003,3.747163687480851,-1.481344,-0.00267970903887349
0020,13,5,VEHICLE,27.981760234997605,3.902754256212026,-1.325227,-0.005216709038873724
0020,13,6,VEHICLE,27.97343923508085,-2.7304654191122717,-1.276334,-0.00014570903887367592
0020,13,8,VEHICLE,36.295554334452774,4.308943339842334,-1.23221,-0.0276557090388736
0020,13,9,VEHICLE,38.128985236655495,8.436613021645508,-1.276375,-0.006591709038873628
0020,13,14,VEHICLE,57.98949159566278,4.855741659109371,-1.03742,0.00596529096112608
0020,13,17,VEHICLE,48.98322344761474,0.49793010382335023,-1.137043,0.01449629096112659
0020,13,127,VEHICLE,48.321105911394,-2.9210754028785586,-1.067904,0.014262290961125856
0020,13,128,VEHICLE,58.573088923245884,-2.068452466053344,-0.971125,-0.0006467090388735386
0020,14,1,VEHICLE,16.844286779073794,-2.6203437519417068,-1.462655,-0.06983854465497208
0020,14,2,VEHICLE,12.154548363147022,7.757659707005378,-1.541443,0.008350455345027541
0020,14,3,VEHICLE,22.5130683733854,8.170950653062865,-1.431007,0.0015824553450278778
0020,14,4,VEHICLE,16.928673406458135,3.74581371601985,-1.485745,-0.0013555446549720074
0020,14,5,VEHICLE,28.196944943491964,3.907579046969555,-1.32659,-0.005076544654972093
0020,14,6,VEHICLE,28.33205787496121,-2.7309632727442223,-1.277295,-8.854465497210029e-05
0020,14,8,VEHICLE,36.475195260434035,4.3050840945772135,-1.236202,-0.027662544654972088
0020,14,9,VEHICLE,38.18496077841114,8.452611239595253,-1.283342,-0.006454544654971972
0020,14,14,VEHICLE,58.203683897755255,4.87254790969365,-1.043712,0.006102455345027735
0020,14,17,VEHICLE,49.57130689525535,0.5257002927870452,-1.13559,0.014803455345028027
0020,14,127,VEHICLE,49.03507211212923,-2.9003210222052727,-1.066797,0.019121455345027627
0020,14,128,VEHICLE,59.24350498623443,-2.0455039327572297,-0.967119,-0.0003395446549721015
0020,15,1,VEHICLE,17.21562925673997,-2.6440936939989927,-1.462679,-0.06111232402268252
0020,15,2,VEHICLE,12.29327213099863,7.756708165312023,-1.550776,0.008443675977317433
0020,15,3,VEHICLE,22.554797901432657,8.172819335503764,-1.437886,0.005175675977317162
0020,15,4,VEHICLE,17.14720870082896,3.7461457065030603,-1.490146,4.6759773173477015e-06
0020,15,5,VEHICLE,28.439220487081446,3.9145166775130904,-1.327953,-0.004901324022682729
0020,15,6,VEHICLE,28.718002177181745,-2.729197724759544,-1.278255,4.6759773173477015e-06
0020,15,8,VEHICLE,36.68192374783639,4.303599510333879,-1.240193,-0.027633324022682704
0020,15,9,VEHICLE,38.26785428468655,8.470919869022683,-1.290309,-0.006281324022682444
0020,15,14,VEHICLE,58.44493730583146,4.892548170177705,-1.050004,0.006276675977317403
0020,15,17,VEHICLE,50.18658449428852,0.5567388717673474,-1.134136,0.015146675977317337
0020,15,127,VEHICLE,49.77636304774742,-2.87618722265964,-1.06569,0.02401767597731741
0020,15,128,VEHICLE,59.94121525314356,-2.018852737776953,-0.963113,3.6759773176520127e-06
0020,16,1,VEHICLE,17.576152138507073,-2.6675075695470967,-1.472076,-0.05758917616543213
0020,16,2,VEHICLE,12.401458170689565,7.755536220977678,-1.563726,0.008474823834568213
0020,16,3,VEHICLE,22.574331226670573,8.171789047198201,-1.441375,0.0052078238345671934
0020,16,4,VEHICLE,17.371750490732886,3.7421659742325075,-1.491912,3.582383456812721e-05
0020,16,5,VEHICLE,28.64922655049145,3.9151265153172417,-1.329317,-0.0050271761654321345
0020,16,6,VEHICLE,29.116360168988606,-2.7291849806035926,-1.27942,3.582383456812721e-05
0020,16,8,VEHICLE,36.85651875332017,4.293270051789805,-1.244185,-0.027906176165431784
0020,16,9,VEHICLE,38.319848355960005,8.479809373602265,-1.297276,-0.006409176165432129
0020,16,14,VEHICLE,58.65420386027413,4.897156145089941,-1.056295,0.0061478238345680225
0020,16,17,VEHICLE,50.801813824794856,0.5787837196141419,-1.12701,0.01536182383456719
0020,16,127,VEHICLE,50.48332499537546,-2.8644447970595723,-1.064583,0.028611823834568284
0020,16,128,VEHICLE,60.73595343834492,-1.9841803509766551,-0.957208,0.0001758238345681562
0020,17,1,VEHICLE,17.933339942947114,-2.6909771905946225,-1.47365,-0.0540551677767267
0020,17,2,VEHICLE,12.506176057965899,7.754135460240962,-1.568565,0.008517832223272848
0020,17,3,VEHICLE,22.590451591585072,8.17053334532167,-1.444864,0.005249832223272577
0020,17,4,VEHICLE,17.592938529889413,3.738001939989355,-1.493678,7.883222327320638e-05
0020,17,5,VEHICLE,28.855865412190767,3.915666570162639,-1.33068,-0.005142167776726936
0020,17,6,VEHICLE,29.511433408700512,-2.7291473999147917,-1.280585,7.883222327320638e-05
0020,17,8,VEHICLE,37.027728119793096,4.282943003959198,-1.248177,-0.028167167776726565
0020,17,9,VEHICLE,38.3684222429784,8.488658973952461,-1.304243,-0.006527167776726905
0020,17,14,VEHICLE,58.86009226585806,4.902020907442345,-1.062587,0.006029832223273246
0020,17,17,VEHICLE,51.41371311691762,0.6011925784539526,-1.119883,0.015587832223273423
0020,17,127,VEHICLE,51.18698918814218,-2.8522982680114946,-1.063476,0.033216832223272874
0020,17,128,VEHICLE,61.52738391401794,-1.9489505498516142,-0.951303,0.0003578322232731246
0020,18,1,VEHICLE,18.317237184103842,-2.7145466609814384,-1.468914,-0.05046535166815769
0020,18,3,VEHICLE,22.632703666826295,8.169200989314396,-1.448352,0.005348648331842121
0020,18,4,VEHICLE,17.840496910517956,3.7335935793764166,-1.495444,0.00017664833184261042
0020,18,5,VEHICLE,29.08887279724326,3.9165829910941135,-1.332044,-0.0052013516681577165
0020,18,6,VEHICLE,29.933236283614725,-2.7285938139445323,-1.28175,0.00017664833184261042
0020,18,8,VEHICLE,37.22531190148173,4.273429204020594,-1.252168,-0.028373351668157465
0020,18,9,VEHICLE,38.55870084851614,8.483410863137706,-1.301725,-0.005282351668157492
0020,18,14,VEHICLE,59.12053790801389,4.921461553115878,-1.06045,0.006760648331842312
0020,18,17,VEHICLE,52.05214525734803,0.6254578643635139,-1.112756,0.01586864833184265
0020,18,127,VEHICLE,51.91738451857623,-2.8382592595637095,-1.062369,0.03787764833184237
0020,18,128,VEHICLE,62.34549314683792,-1.911203380293153,-0.945398,0.0005966483318426974
0020,19,1,VEHICLE,18.668240227411257,-2.740928661372378,-1.476569,-0.04705252090193612
0020,19,3,VEHICLE,22.643887477599932,8.164252412149105,-1.451841,0.005270479098063774
0020,19,4,VEHICLE,18.056217352927423,3.726499041132269,-1.49721,9.947909806395927e-05
0020,19,5,VEHICLE,29.300854210118466,3.9178243418680982,-1.338932,-0.00515652090193619
0020,19,6,VEHICLE,30.322052752200463,-2.7327812512827694,-1.282915,9.947909806395927e-05
0020,19,8,VEHICLE,37.391136354164374,4.25779757678075,-1.25616,-0.028755520901936116
0020,19,9,VEHICLE,38.717969308927024,8.47180852398115,-1.299206,-0.00421352090193583
0020,19,14,VEHICLE,59.349337618494744,4.9309588475660435,-1.058312,0.007315479098063626
0020,19,17,VEHICLE,52.658182836185155,0.6411815830172674,-1.10563,0.015974479098063377
0020,19,127,VEHICLE,52.614764996298824,-2.8102122954186037,-1.06124,0.04213547909806348
0020,19,128,VEHICLE,63.13074643737478,-1.8837323643558332,-0.939493,0.0006584790980639355
0020,20,1,VEHICLE,19.04493506284553,-2.7665793172525777,-1.457744,-0.043646022867323886
0020,20,3,VEHICLE,22.681018793816534,8.159712228419446,-1.45533,0.005185977132676101
0020,20,4,VEHICLE,18.297843199614523,3.7198955856617952,-1.498976,1.4977132675841887e-05
0020,20,5,VEHICLE,29.53875060290776,3.919472464613706,-1.34582,-0.00511802286732399
0020,20,6,VEHICLE,30.73673674882529,-2.736527007911113,-1.28408,1.4977132675841887e-05
0020,20,8,VEHICLE,37.58288245602954,4.242503310496297,-1.260152,-0.029144022867324093
0020,20,9,VEHICLE,38.90319937859021,8.460530344265035,-1.296687,-0.003152022867324078
0020,20,14,VEHICLE,59.604048217236205,4.940645594793128,-1.056175,0.007862977132676363
0020,20,17,VEHICLE,53.290108233824974,0.657235453132981,-1.098503,0.016072977132675526
0020,20,127,VEHICLE,53.337995019828,-2.7818130012810154,-1.060111,0.046385977132676004
0020,20,128,VEHICLE,63.94186636411848,-1.8559649577278723,-0.933588,0.0007139771326758471
0020,21,1,VEHICLE,19.40195701324459,-2.7798151496172845,-1.456281,-0.0412511100878703
0020,21,3,VEHICLE,22.69180652548578,8.158842535259156,-1.457633,0.006434889912129371
0020,21,4,VEHICLE,18.51286565927071,3.72517917446578,-1.499427,-0.00022611008787043474
0020,21,5,VEHICLE,29.74414257910446,3.9242582441307907,-1.352708,-0.004986110087870532
0020,21,6,VEHICLE,31.165152989405406,-2.727897089194292,-1.281152,0.00018188991212975125
0020,21,8,VEHICLE,37.74209958038648,4.231081081470019,-1.264143,-0.029440110087870508
0020,21,9,VEHICLE,39.055495142402194,8.453246409513607,-1.294169,-0.0019981100878703195
0020,21,14,VEHICLE,59.82615665882561,4.956284038292423,-1.054037,0.008503889912129026
0020,21,17,VEHICLE,53.88981945564689,0.6787732505415194,-1.091376,0.016263889912129237
0020,21,127,VEHICLE,54.02933809119524,-2.7478954949463965,-1.058981,0.050729889912129345
0020,21,128,VEHICLE,64.72101315005901,-1.8216600841643442,-0.927683,0.0008618899121297652
0020,22,1,VEHICLE,19.755435957808047,-2.796526518268246,-1.454818,-0.03908875531738065
0020,22,3,VEHICLE,22.701582870136313,8.153667531653182,-1.459937,0.007450244682619456
0020,22,4,VEHICLE,18.725854416796295,3.7271685107944155,-1.499878,-0.0007007553173807857
0020,22,5,VEHICLE,29.94753744342549,3.923134006867727,-1.359596,-0.005086755317380565
0020,22,6,VEHICLE,31.590034406429005,-2.725465961843674,-1.278223,0.000116244682619282
0020,22,8,VEHICLE,37.89939411507302,4.211881205163577,-1.268135,-0.024216755317380656
0020,22,9,VEHICLE,39.20685946232734,8.437878203332074,-1.29165,-0.0010757553173803558
0020,22,14,VEHICLE,60.046516469637034,4.9590208404199565,-1.0519,0.00891224468261953
0020,22,17,VEHICLE,54.486786064877855,0.6888605891651691,-1.08425,0.016223244682619153
0020,22,127,VEHICLE,54.717127333248314,-2.725443833301359,-1.057852,0.05484124468261875
0020,22,128,VEHICLE,65.49682161805752,-1.801291031397061,-0.921779,0.0007772446826193047
0020,23,1,VEHICLE,20.132542747473693,-2.813348234469409,-1.448567,-0.036942822927260366
0020,23,3,VEHICLE,22.73520775529016,8.148317174902642,-1.46224,0.008449177072739289
0020,23,4,VEHICLE,18.962619465463113,3.729034242409988,-1.500329,-0.0011908229272603599
0020,23,5,VEHICLE,30.174711625173316,3.921703470282534,-1.366484,-0.0052048229272601
0020,23,6,VEHICLE,32.03858617465234,-2.723381778608812,-1.275294,3.5177072740033566e-05
0020,23,8,VEHICLE,38.08047159669693,4.19224728624574,-1.272127,-0.019009822927260167
0020,23,9,VEHICLE,39.38206636312415,8.422055809933104,-1.289131,-0.0001698229272601992
0020,23,14,VEHICLE,60.29067286326895,4.960954999779827,-1.049762,0.009304177072739783
0020,23,17,VEHICLE,55.107469577572694,0.6982143054528123,-1.077123,0.016166177072739707
0020,23,127,VEHICLE,55.42859817054711,-2.7037351020509606,-1.056723,0.05893617707273968
0020,23,128,VEHICLE,66.29631672950897,-1.7818464093006428,-0.915874,0.0006771770727396209
0020,24,1,VEHICLE,20.47991301262767,-2.82827512236032,-1.442316,-0.034684637137701646
0020,24,3,VEHICLE,22.737865232240207,8.145141033148766,-1.464544,0.00956136286229814
0020,24,4,VEHICLE,19.168902957235506,3.7326576138323504,-1.50078,-0.0015686371377019448
0020,24,5,VEHICLE,30.374173872820485,3.923005337226625,-1.361789,-0.006118637137701999
0020,24,6,VEHICLE,32.457390621525676,-2.7180648360760316,-1.272365,6.536286229819055e-05
0020,24,8,VEHICLE,38.23102616639293,4.176515190063441,-1.276118,-0.013690637137701689
0020,24,9,VEHICLE,39.52628540938976,8.410280168422574,-1.286613,0.0008483628622983908
0020,24,14,VEHICLE,60.50420920894944,4.969287259716772,-1.047625,0.009808362862298026
0020,24,17,VEHICLE,55.69803132066411,0.7133972392894165,-1.069997,0.01622036286229811
0020,24,127,VEHICLE,56.1103086998006,-2.6761590741280705,-1.055593,0.06314436286229785
0020,24,128,VEHICLE,67.06595807712247,-1.7553125121473383,-0.909969,0.0006883628622982307
0020,25,1,VEHICLE,20.824413782858375,-2.84374144678478,-1.436065,-0.032501494126518704
0020,25,3,VEHICLE,22.73846585431636,8.141232410564559,-1.466847,0.010597505873480628
0020,25,4,VEHICLE,19.372807974448275,3.7358308836198386,-1.501231,-0.0020214941265188635
0020,25,5,VEHICLE,30.57126212428874,3.9230157006346666,-1.357095,-0.007106494126518648
0020,25,6,VEHICLE,32.87331242629189,-2.7141801400956784,-1.269437,2.0505873481457826e-05
