frame_id,object_id,tracklet_id,x_world,y_world,z_world
1,1,1135,-3.89845,0.640534,13.1408
1,1,1136,-3.83718,0.643391,13.1733
1,1,1137,-3.93441,0.672512,13.7511
1,1,1138,-3.87907,0.676081,13.8179
1,1,1139,-3.82259,0.67968,13.8834
1,1,1140,-3.64472,0.661776,13.5119
1,1,1141,-3.57376,0.662194,13.5182
1,1,1142,-3.43089,0.649849,13.2481
1,1,1159,-6.26931,0.814652,15.073
1,1,1160,-6.11253,0.804223,14.8985
1,1,1161,-5.76818,0.76857,14.2622
1,1,1162,-5.53753,0.746662,13.8876
1,1,1163,-5.32085,0.726945,13.5345
1,1,1164,-5.11398,0.708463,13.1978
1,1,1165,-4.91815,0.691097,12.8795
1,1,1166,-4.7325,0.674518,12.5766
1,1,1167,-4.56265,0.659749,12.3083
1,1,1168,-4.54817,0.667291,12.4468
1,1,1171,-4.49288,0.688868,12.8411
1,1,1172,-4.73385,0.737635,13.7172
1,1,1173,-4.67978,0.741335,13.7709
1,1,1174,-4.6264,0.745168,13.8268
1,1,1175,-4.57171,0.748609,13.8814
1,1,1176,-4.51657,0.75209,13.9364
1,1,1177,-4.45655,0.754946,13.9786
1,1,1181,-3.87896,0.707148,13.078
1,1,1182,-3.81719,0.709418,13.1102
1,1,1183,-3.75507,0.711868,13.1426
1,1,1184,-3.85457,0.745548,13.7374
1,1,1185,-3.79865,0.749221,13.8022
1,1,1186,-3.74175,0.752946,13.8694
1,1,1187,-3.68572,0.756632,13.9374
1,1,1188,-3.42639,0.719009,13.2378
1,1,1208,-7.94622,1.12148,18.7794
1,1,1209,-6.31856,0.903383,15.1922
1,1,1210,-6.05871,0.877446,14.7685
1,1,1211,-5.81207,0.852262,14.3665
1,1,1212,-5.50221,0.817194,13.797
1,1,1213,-5.28685,0.795356,13.4485
1,1,1214,-5.08334,0.775367,13.1177
1,1,1215,-4.88857,0.755915,12.8018
1,1,1216,-4.70469,0.73785,12.5026
1,1,1217,-4.53504,0.721563,12.2332
1,1,1218,-4.52107,0.730057,12.37
1,1,1219,-4.50748,0.738199,12.5085
1,1,1220,-4.4933,0.74651,12.6517
1,1,1221,-4.47695,0.754972,12.7968
1,1,1222,-4.72093,0.808501,13.679
1,1,1223,-4.66806,0.812812,13.7342
1,1,1224,-4.6132,0.816611,13.788
1,1,1225,-4.55825,0.82048,13.8441
1,1,1226,-4.50309,0.824736,13.8988
1,1,1227,-4.44723,0.82869,13.954
1,1,1230,-3.92047,0.770461,12.984
1,1,1231,-3.85925,0.773096,13.0157
1,1,1232,-3.79789,0.77541,13.0477
1,1,1233,-3.88646,0.809739,13.5926
1,1,1234,-3.83164,0.814197,13.6578
1,1,1235,-3.77558,0.818441,13.7219
1,1,1236,-3.7185,0.82218,13.7883
1,1,1237,-3.66316,0.826121,13.8554
1,1,1238,-3.60732,0.830741,13.9213
1,1,1239,-3.54943,0.835178,13.9898
1,1,1259,-7.42217,1.14402,17.5639
1,1,1260,-6.26066,0.978114,15.0569
1,1,1261,-6.00411,0.948644,14.6388
1,1,1262,-5.76249,0.921538,14.2458
1,1,1263,-5.46662,0.885565,13.7093
1,1,1264,-5.25319,0.862521,13.3636
1,1,1265,-5.10995,0.85044,13.1838
1,1,1266,-4.91428,0.829225,12.8661
1,1,1267,-4.65189,0.796272,12.3649
1,1,1268,-4.6147,0.800851,12.4408
1,1,1269,-4.50563,0.793247,12.3275
1,1,1270,-4.57172,0.815913,12.6827
1,1,1271,-4.54293,0.822979,12.7892
1,1,1272,-4.46496,0.821268,12.7637
1,1,1273,-4.71069,0.879864,13.6518
1,1,1274,-4.65346,0.883448,13.6959
1,1,1275,-4.59952,0.888063,13.7513
1,1,1276,-4.5445,0.892389,13.8052
1,1,1277,-4.49026,0.896692,13.8615
1,1,1278,-4.43433,0.900514,13.9163
1,1,1279,-4.3772,0.904431,13.9716
1,1,1280,-4.3146,0.907262,14.0141
1,1,1281,-4.25639,0.911315,14.0721
1,1,1282,-4.19678,0.916084,14.1287
1,1,1283,-3.77918,0.840938,12.9841
1,1,1284,-3.86369,0.876568,13.5148
1,1,1285,-3.81011,0.881375,13.5792
1,1,1286,-3.75433,0.885224,13.6425
1,1,1287,-3.69821,0.888778,13.7082
1,1,1288,-3.64235,0.892803,13.7727
1,1,1289,-3.58608,0.897653,13.8396
1,1,1290,-3.52801,0.901284,13.9073
1,1,1311,-6.20409,1.05063,14.922
1,1,1312,-5.95079,1.02029,14.5134
1,1,1313,-5.7127,0.991058,14.1253
1,1,1314,-5.48698,0.963617,13.7598
1,1,1315,-5.27225,0.938163,13.4115
1,1,1316,-5.06861,0.914158,13.0826
1,1,1317,-4.87488,0.891409,12.7683
1,1,1318,-4.70119,0.871387,12.493
1,1,1319,-4.57764,0.860644,12.3437
1,1,1320,-4.54977,0.867614,12.4459
1,1,1321,-4.5213,0.874103,12.5484
1,1,1322,-4.49276,0.881575,12.6542
1,1,1323,-4.46344,0.889094,12.7603
1,1,1324,-4.69723,0.950395,13.6157
1,1,1325,-4.64294,0.95518,13.6686
1,1,1326,-4.58563,0.95906,13.7129
1,1,1327,-4.53155,0.963166,13.7684
1,1,1328,-4.47632,0.967311,13.8225
1,1,1329,-4.42092,0.971616,13.8789
1,1,1330,-4.36375,0.976344,13.9339
1,1,1331,-4.30499,0.980809,13.9893
1,1,1332,-4.24728,0.985139,14.0471
1,1,1333,-3.82083,0.902401,12.8915
1,1,1334,-3.76086,0.904748,12.9228
1,1,1335,-3.84179,0.942028,13.4378
1,1,1336,-3.788,0.946521,13.5015
1,1,1337,-3.73287,0.951205,13.564
1,1,1338,-3.67705,0.955566,13.629
1,1,1339,-3.62108,0.960397,13.6927
1,1,1340,-3.56541,0.965025,13.7589
1,1,1341,-3.50781,0.969776,13.8257
1,1,1364,-5.89789,1.08881,14.3882
1,1,1365,-5.66326,1.05857,14.0088
1,1,1366,-5.44049,1.02949,13.6475
1,1,1367,-5.2293,1.00254,13.3067
1,1,1368,-5.03851,0.978922,13.0072
1,1,1369,-4.83754,0.953485,12.6735
1,1,1370,-4.66568,0.931449,12.4024
1,1,1371,-4.52957,0.916668,12.2181
1,1,1372,-4.5007,0.924108,12.3168
1,1,1373,-4.47167,0.931442,12.4171
1,1,1374,-4.44335,0.938779,12.5206
1,1,1375,-4.41359,0.946313,12.6244
1,1,1376,-4.38334,0.95508,12.7314
1,1,1377,-4.35302,0.96408,12.8388
1,1,1378,-4.57469,1.02965,13.6856
1,1,1379,-4.52046,1.03418,13.7408
1,1,1380,-4.46218,1.03868,13.7856
1,1,1381,-4.40635,1.04341,13.8398
1,1,1382,-3.98137,0.9587,12.7467
1,1,1383,-3.92167,0.961498,12.7773
1,1,1384,-3.86273,0.964495,12.8081
1,1,1385,-3.80376,0.967127,12.839
1,1,1386,-3.74428,0.969294,12.87
1,1,1387,-3.6823,0.970965,12.8932
1,1,1388,-3.62237,0.973329,12.9245
1,1,1389,-3.57178,0.978589,12.9914
1,1,1390,-3.51367,0.981173,13.0379
1,1,1391,-3.59911,1.02617,13.6137
1,1,1392,-3.54376,1.03154,13.6791
1,1,1393,-3.33947,0.992691,13.1808
1,1,1417,-5.8472,1.15626,14.2672
1,1,1418,-5.61628,1.12419,13.8941
1,1,1419,-5.39655,1.09416,13.5389
1,1,1420,-5.19742,1.06741,13.2287
1,1,1421,-4.99866,1.04044,12.9072
1,1,1422,-4.80965,1.01518,12.6029
1,1,1423,-4.63019,0.990623,12.3116
1,1,1424,-4.49032,0.973782,12.1174
1,1,1425,-4.46127,0.981647,12.2145
1,1,1426,-4.43222,0.989668,12.3146
1,1,1427,-4.39356,0.99528,12.3899
1,1,1428,-4.36428,1.00338,12.4929
1,1,1429,-4.3343,1.01223,12.5962
1,1,1430,-4.30441,1.02161,12.7028
1,1,1431,-4.2731,1.03068,12.8096
1,1,1432,-4.13649,1.01412,12.6067
1,1,1433,-4.08385,1.01802,12.6489
1,1,1434,-4.02345,1.01992,12.6713
1,1,1435,-3.9646,1.02194,12.7016
1,1,1436,-3.90527,1.02488,12.732
1,1,1437,-3.84676,1.0279,12.7625
1,1,1438,-3.78793,1.03045,12.7931
1,1,1439,-3.72856,1.03316,12.824
1,1,1440,-3.66944,1.03565,12.8549
1,1,1441,-3.60782,1.0375,12.8781
1,1,1442,-3.55799,1.04329,12.9477
1,1,1443,-3.50106,1.04714,12.9938
1,1,1444,-3.57811,1.09223,13.5356
1,1,1445,-3.52207,1.09713,13.6003
1,1,1446,-3.33583,1.06163,13.1705
1,1,1470,-5.56839,1.18894,13.7796
1,1,1471,-5.36295,1.15971,13.458
1,1,1472,-5.15618,1.13018,13.1267
1,1,1473,-4.95967,1.10142,12.8102
1,1,1474,-4.773,1.07428,12.5091
1,1,1475,-4.596,1.04854,12.2237
1,1,1476,-4.42581,1.02428,11.95
1,1,1477,-4.43628,1.04174,12.149
1,1,1478,-4.30773,1.02626,11.9792
1,1,1479,-4.34684,1.05081,12.2633
1,1,1480,-4.31663,1.05927,12.3628
1,1,1481,-4.28728,1.06839,12.4653
1,1,1482,-4.25682,1.07747,12.5681
1,1,1483,-4.2254,1.08677,12.6727
1,1,1484,-4.11351,1.0757,12.5399
1,1,1485,-4.06087,1.07953,12.5816
1,1,1486,-4.00315,1.08183,12.613
1,1,1487,-3.94447,1.08416,12.6429
1,1,1488,-3.88534,1.08655,12.6731
1,1,1489,-3.82684,1.08928,12.7033
1,1,1490,-3.76853,1.09242,12.7337
1,1,1491,-3.7095,1.09512,12.7642
1,1,1492,-3.65099,1.0979,12.7949
1,1,1493,-3.60749,1.10558,12.8826
1,1,1494,-3.54763,1.10848,12.9154
1,1,1495,-3.49047,1.11249,12.9613
1,1,1496,-3.56027,1.15808,13.4776
1,1,1497,-3.50517,1.16367,13.5417
1,1,1498,-3.33451,1.12979,13.1636
1,1,1521,-5.42534,1.23076,13.4393
1,1,1522,-5.31807,1.22113,13.3525
1,1,1523,-5.11383,1.19011,13.0248
1,1,1524,-4.92071,1.16053,12.7148
1,1,1525,-4.73698,1.13235,12.4182
1,1,1526,-4.56202,1.10529,12.137
1,1,1527,-4.55241,1.11906,12.2831
1,1,1528,-4.42125,1.10316,12.1108
1,1,1529,-4.29337,1.0873,11.9421
1,1,1530,-4.3091,1.10715,12.162
1,1,1531,-4.27036,1.11353,12.2354
1,1,1532,-4.24082,1.12298,12.3358
1,1,1533,-4.19443,1.12809,12.3922
1,1,1534,-4.14223,1.13216,12.4329
1,1,1535,-4.09014,1.13633,12.4739
1,1,1536,-4.03711,1.14035,12.5152
1,1,1537,-3.98294,1.14404,12.5552
1,1,1538,-3.92456,1.14618,12.5834
1,1,1539,-3.86625,1.14851,12.6132
1,1,1540,-3.78046,1.14246,12.5536
1,1,1541,-3.73209,1.14857,12.6151
1,1,1542,-3.69093,1.15778,12.7034
1,1,1543,-3.63204,1.16066,12.7338
1,1,1544,-3.59439,1.17077,12.8396
1,1,1545,-3.53817,1.17432,12.8833
1,1,1546,-3.59848,1.21842,13.3555
1,1,1547,-3.539,1.22204,13.4011
1,1,1548,-3.48544,1.22826,13.4644
1,1,1549,-3.42927,1.23493,13.5284
1,1,1573,-5.24872,1.27689,13.1849
1,1,1574,-5.0976,1.2562,12.9856
1,1,1575,-4.88258,1.21907,12.6193
1,1,1576,-4.70178,1.19041,12.3287
1,1,1577,-4.52868,1.16255,12.0501
1,1,1578,-4.53731,1.18127,12.2441
1,1,1579,-4.40682,1.16445,12.0729
1,1,1580,-4.27972,1.14764,11.9052
1,1,1581,-4.26449,1.16038,12.0387
1,1,1582,-4.22638,1.16709,12.112
1,1,1583,-4.22402,1.18428,12.2877
1,1,1584,-4.17241,1.18807,12.3277
1,1,1585,-4.12066,1.19249,12.368
1,1,1586,-4.06834,1.19672,12.4085
1,1,1587,-4.0151,1.20075,12.4479
1,1,1588,-3.96181,1.20466,12.489
1,1,1589,-3.86871,1.19601,12.4071
1,1,1590,-3.82112,1.20137,12.4686
1,1,1591,-3.77316,1.20767,12.5293
1,1,1592,-3.72483,1.21422,12.5906
1,1,1593,-3.67587,1.22077,12.6524
1,1,1594,-3.63714,1.23122,12.7522
1,1,1595,-3.58161,1.23584,12.7968
1,1,1596,-3.52569,1.23954,12.8419
1,1,1597,-3.46846,1.24295,12.8856
1,1,1598,-3.4093,1.24624,12.9201
1,1,1599,-3.46569,1.29346,13.3881
1,1,1600,-3.29378,1.25665,13.0105
1,1,1623,-5.23045,1.3429,13.1397
1,1,1624,-5.07951,1.32183,12.9418
1,1,1625,-4.93335,1.30061,12.7484
1,1,1626,-4.79265,1.28107,12.5623
1,1,1627,-4.65608,1.26209,12.3819
1,1,1628,-4.52187,1.24358,12.2053
1,1,1629,-4.39203,1.22517,12.0352
1,1,1630,-4.26574,1.20738,11.8686
1,1,1631,-4.22079,1.21254,11.9194
1,1,1632,-4.25527,1.24107,12.1949
1,1,1633,-4.20093,1.24377,12.2243
1,1,1634,-4.14993,1.24773,12.2639
1,1,1635,-4.098,1.25201,12.3038
1,1,1636,-4.04527,1.25612,12.3424
1,1,1637,-3.99329,1.26029,12.3828
1,1,1638,-3.9405,1.26417,12.4234
1,1,1639,-3.86136,1.25982,12.3848
1,1,1640,-3.8137,1.26536,12.4446
1,1,1641,-3.76565,1.27148,12.505
1,1,1642,-3.71743,1.27859,12.5676
1,1,1643,-3.66855,1.28567,12.6292
1,1,1644,-3.61888,1.2925,12.6915
1,1,1645,-3.56927,1.29884,12.7544
1,1,1646,-3.51419,1.30269,12.7991
1,1,1647,-3.45504,1.30607,12.8331
1,1,1648,-3.3982,1.31063,12.8768
1,1,1649,-3.34196,1.31609,12.9223
1,1,1670,-5.21101,1.40811,13.0948
1,1,1671,-5.06109,1.38667,12.8983
1,1,1672,-4.91633,1.36455,12.7077
1,1,1673,-4.77606,1.34403,12.5214
1,1,1674,-4.64036,1.32455,12.3421
1,1,1675,-4.50727,1.30511,12.1667
1,1,1676,-4.37806,1.28599,11.9977
1,1,1677,-4.25193,1.26726,11.8322
1,1,1678,-4.28371,1.29551,12.0937
1,1,1679,-4.23278,1.29964,12.1325
1,1,1680,-4.1785,1.30274,12.1616
1,1,1681,-4.12766,1.30703,12.2008
1,1,1682,-4.07546,1.31147,12.2388
1,1,1683,-4.02365,1.3156,12.2785
1,1,1684,-3.97215,1.31961,12.3184
1,1,1685,-3.91917,1.32383,12.3586
1,1,1686,-3.85382,1.32369,12.3611
1,1,1687,-3.80646,1.32924,12.4207
1,1,1688,-3.75855,1.33624,12.4824
1,1,1689,-3.71045,1.34353,12.5432
1,1,1690,-3.66203,1.35046,12.6046
1,1,1691,-3.6127,1.35753,12.6666
1,1,1692,-3.56331,1.36359,12.7308
1,1,1693,-3.50302,1.36644,12.7567
1,1,1694,-3.44387,1.36999,12.7904
1,1,1695,-3.38666,1.37568,12.8354
1,1,1696,-3.33012,1.38112,12.8791
1,1,1719,-5.04313,1.45041,12.8551
1,1,1720,-4.89901,1.42837,12.6658
1,1,1721,-4.75982,1.40701,12.4808
1,1,1722,-4.6248,1.38611,12.3027
1,1,1723,-4.49241,1.36578,12.1284
1,1,1724,-4.46861,1.37836,12.2399
1,1,1725,-4.39286,1.37503,12.2152
1,1,1726,-4.26095,1.35337,12.0324
1,1,1727,-4.21016,1.35752,12.0707
1,1,1728,-4.15614,1.36097,12.0995
1,1,1729,-4.10577,1.36558,12.1383
1,1,1730,-4.05441,1.36976,12.1759
1,1,1731,-4.00297,1.37354,12.2152
1,1,1732,-3.95138,1.37774,12.2547
1,1,1733,-3.89837,1.38245,12.2945
1,1,1734,-3.84598,1.38713,12.3375
1,1,1735,-3.79936,1.39383,12.3983
1,1,1736,-3.75131,1.40098,12.4583
1,1,1737,-3.70369,1.4084,12.5189
1,1,1738,-3.65594,1.4151,12.5816
1,1,1739,-3.60578,1.42247,12.6434
1,1,1740,-3.55675,1.42972,12.7058
1,1,1741,-3.48918,1.42944,12.7052
1,1,1742,-3.4324,1.43453,12.748
1,1,1743,-3.37513,1.44027,12.7927
1,1,1744,-3.31866,1.44616,12.8361
1,1,1765,-4.74376,1.46909,12.4404
1,1,1766,-4.60986,1.44697,12.2635
1,1,1767,-4.4779,1.42516,12.0903
1,1,1768,-4.45941,1.44016,12.2168
1,1,1769,-4.38382,1.43683,12.1921
1,1,1770,-4.3095,1.43347,12.1676
1,1,1771,-4.23586,1.42993,12.1446
1,1,1772,-4.16893,1.42963,12.1385
1,1,1773,-4.10524,1.43068,12.1409
1,1,1774,-4.04289,1.4312,12.146
1,1,1775,-3.97857,1.43122,12.1498
1,1,1776,-3.91614,1.43165,12.1536
1,1,1777,-3.8531,1.43217,12.1573
1,1,1778,-3.8268,1.44639,12.2808
1,1,1779,-3.77365,1.45046,12.3193
1,1,1780,-3.72034,1.45536,12.3581
1,1,1781,-3.66802,1.46105,12.397
1,1,1782,-3.61172,1.46575,12.4363
1,1,1783,-3.55417,1.47086,12.4758
1,1,1784,-3.60254,1.51829,12.8681
1,1,1785,-3.47937,1.49354,12.6634
1,1,1786,-3.42073,1.49908,12.7059
1,1,1787,-3.43533,1.53656,13.0121
1,1,1801,-4.88316,1.55885,12.6224
1,1,1802,-4.75908,1.5402,12.4802
1,1,1803,-4.59345,1.50679,12.2245
1,1,1804,-4.52425,1.5057,12.217
1,1,1805,-4.44885,1.50237,12.1937
1,2,987,1.65791,0.169525,6.1283
1,2,1020,1.57357,0.202423,6.17147
1,2,1021,1.59637,0.20203,6.13191
1,2,1022,1.62499,0.201507,6.12004
1,2,1023,1.65127,0.200619,6.10786
1,2,1024,1.6787,0.200854,6.09903
1,2,1057,1.53115,0.233911,6.13814
1,2,1058,1.55227,0.231794,6.09209
1,2,1059,1.57892,0.231005,6.07415
1,2,1060,1.60514,0.230772,6.0573
1,2,1061,1.63079,0.229874,6.04053
1,2,1062,1.65751,0.229715,6.02389
1,2,1063,1.68337,0.228811,6.01148
1,2,1098,1.52752,0.26453,6.11832
1,2,1099,1.54883,0.263316,6.08174
1,2,1100,1.57208,0.262005,6.05375
1,2,1101,1.5991,0.261382,6.04122
1,2,1102,1.62462,0.260705,6.02455
1,2,1103,1.65103,0.260232,6.008
1,2,1104,1.67625,0.259695,5.99153
1,2,1105,1.70387,0.25902,5.9752
1,2,1106,1.74627,0.26097,6.01036
1,2,1143,1.50274,0.296771,6.15385
1,2,1144,1.52547,0.295635,6.11682
1,2,1145,1.54683,0.294374,6.08026
1,2,1146,1.56528,0.292371,6.03768
1,2,1147,1.59094,0.291692,6.02103
1,2,1148,1.6167,0.291094,6.00449
1,2,1149,1.64303,0.290435,5.98805
1,2,1150,1.66905,0.289845,5.97171
1,2,1151,1.69533,0.289224,5.95548
1,2,1152,1.73886,0.291383,5.98883
1,2,1190,1.49967,0.327758,6.14327
1,2,1191,1.52203,0.326541,6.10638
1,2,1192,1.54351,0.325194,6.06995
1,2,1193,1.55949,0.322496,6.01755
1,2,1194,1.58462,0.321818,6.00101
1,2,1196,1.63709,0.320175,5.96828
1,2,1197,1.66198,0.319674,5.95204
1,2,1198,1.68848,0.319284,5.93592
1,2,1199,1.73051,0.321236,5.96557
1,2,1200,1.75992,0.320444,5.95879
1,2,1240,1.49718,0.358578,6.13275
1,2,1241,1.51917,0.357316,6.09598
1,2,1242,1.54155,0.35611,6.0597
1,2,1243,1.5622,0.354697,6.02385
1,2,1244,1.58304,0.352685,5.99069
1,2,1245,1.60574,0.351588,5.97428
1,2,1246,1.62976,0.350064,5.94861
1,2,1247,1.656,0.348703,5.9322
1,2,1248,1.68175,0.348276,5.91619
1,2,1249,1.72268,0.349922,5.9425
1,2,1250,1.75166,0.349148,5.93578
1,2,1295,1.57871,0.383122,5.9769
1,2,1296,1.60198,0.381696,5.96089
1,2,1297,1.62794,0.380376,5.94471
1,2,1298,1.65335,0.379518,5.92862
1,2,1299,1.67954,0.378613,5.91263
1,2,1300,1.71623,0.379666,5.92521
1,2,1347,1.57202,0.412826,5.96313
1,2,1348,1.59776,0.410817,5.94725
1,2,1349,1.62348,0.409903,5.93114
1,2,1350,1.64807,0.409039,5.91511
1,2,1351,1.67394,0.408021,5.89951
1,2,1352,1.70947,0.409069,5.91109
1,2,1400,1.59605,0.440996,5.9337
1,2,1401,1.62177,0.44005,5.91767
1,2,1402,1.6462,0.438673,5.90203
1,2,1403,1.67184,0.437858,5.88619
1,2,1404,1.70522,0.439727,5.89738
1,2,1457,1.6998,0.469292,5.88342
1,2,1509,1.69753,0.49838,5.86988
1,2,1560,1.69127,0.527615,5.85785
1,2,1561,1.72117,0.52813,5.85436
1,2,1611,1.68889,0.558059,5.84984
1,2,1612,1.71639,0.557388,5.84243
1,2,1660,1.68582,0.588083,5.84214
1,2,1708,1.68393,0.616775,5.83209
1,2,1709,1.71187,0.616629,5.82473
1,2,1754,1.68023,0.645666,5.82623
1,2,1755,1.70703,0.645952,5.81887
1,2,1796,1.67832,0.675142,5.81861
1,2,1797,1.70576,0.674911,5.81099
1,2,1827,1.68738,0.71002,5.85366
1,2,1828,1.71404,0.709654,5.84652
1,3,1107,6.44295,0.383645,9.03956
1,3,1153,6.43008,0.430608,9.02581
1,3,1201,6.41953,0.477664,9.01213
1,3,1251,6.3815,0.52827,9.02022
1,3,1252,6.41222,0.525651,8.99855
1,3,1301,6.34083,0.578148,9.02902
1,3,1302,6.37015,0.575012,9.00139
1,3,1303,6.40069,0.572462,8.97981
1,3,1353,6.30892,0.624356,8.98262
1,3,1354,6.34282,0.620109,8.96119
1,3,1355,6.37141,0.616329,8.93907
1,3,1405,6.30516,0.673022,8.97795
1,3,1406,6.3388,0.667898,8.95727
1,3,1458,6.33851,0.716594,8.95341
2,1,887,-4.41213,0.154256,14.5272
2,1,913,-4.49379,0.230686,14.5433
2,1,914,-4.40311,0.231517,14.4932
2,1,915,-4.31865,0.228967,14.4588
2,1,916,-4.2307,0.229416,14.4092
2,1,917,-4.14275,0.22798,14.362
2,1,918,-3.9399,0.22128,13.9345
2,1,919,-3.82532,0.218256,13.7911
2,1,936,-4.77623,0.292253,13.8462
2,1,942,-4.57502,0.307252,14.5576
2,1,943,-4.4822,0.307392,14.5093
2,1,944,-4.39129,0.30725,14.4595
2,1,945,-4.30819,0.305646,14.4252
2,1,946,-4.20345,0.303204,14.3194
2,1,948,-3.96614,0.295848,14.0189
2,1,949,-3.85,0.293892,13.8754
2,1,969,-4.84274,0.363457,13.8309
2,1,976,-4.56537,0.383688,14.5234
2,1,977,-4.47318,0.38322,14.4754
2,1,978,-4.38196,0.382734,14.4258
2,1,979,-4.29908,0.381267,14.3917
2,1,983,-3.8726,0.369909,13.9592
2,1,1003,-4.90918,0.434105,13.8139
2,1,1004,-4.84285,0.433881,13.8299
2,1,1005,-5.12109,0.464473,14.7958
2,1,1012,-4.30769,0.441536,13.9532
2,1,1013,-4.37475,0.456921,14.3923
2,1,1014,-4.29051,0.455462,14.3583
2,1,1019,-3.78594,0.440323,13.8999
2,1,1042,-4.77487,0.504009,13.8396
2,1,1050,-4.37081,0.531567,14.3721
2,1,1051,-4.28057,0.529217,14.3252
2,1,1053,-4.16386,0.53342,14.4373
2,1,1054,-4.04305,0.528271,14.2827
2,1,1055,-3.92484,0.521769,14.1316
2,1,1056,-3.80938,0.517485,13.9839
2,1,1069,-6.25729,0.633075,14.9139
2,1,1070,-6.08431,0.620416,14.6959
2,1,1071,-5.77968,0.59647,14.1698
2,1,1079,-4.80921,0.549776,13.1827
2,1,1080,-4.97107,0.57545,13.7943
2,1,1082,-4.8396,0.575071,13.8261
2,1,1083,-4.77462,0.576417,13.842
2,1,1084,-4.70947,0.577372,13.8544
2,1,1085,-4.6422,0.577239,13.8687
2,1,1086,-4.57778,0.578756,13.8847
2,1,1091,-4.36015,0.605825,14.3389
2,1,1092,-4.271,0.603175,14.2998
2,1,1093,-4.17817,0.60121,14.2441
2,1,1094,-4.18803,0.613872,14.5285
2,1,1095,-4.06586,0.60758,14.3737
2,1,1096,-3.9475,0.601335,14.2206
2,1,1097,-3.83055,0.594397,14.0709
2,1,1113,-6.42609,0.724622,15.1145
2,1,1114,-6.24499,0.711372,14.8861
2,1,1115,-6.07147,0.69704,14.669
2,1,1116,-5.75815,0.668045,14.121
2,1,1117,-5.65801,0.665167,14.0612
2,1,1118,-5.48194,0.651806,13.8195
2,1,1119,-5.34886,0.64334,13.6747
