frame_id,object_id,tx,ty,tz,qx,qy,qz,qw,gt_tx,gt_ty,gt_tz,gt_qx,gt_qy,gt_qz,gt_qw
7,2,1.12994,0.386255,8.38951,-0.0140419,-0.0085914,0.0157317,0.999741,1.29647,1.63763,8.21646,-0.00823367,-0.11171,-0.000287659,0.993707
8,1,-6.48287,1.07825,16.0994,0.0148684,-0.106503,0.0253309,0.993878,-6.92426,1.81595,16.5983,-0.00681212,-0.335335,0.000173267,0.942074
8,2,1.03038,0.400266,8.79618,-0.0164315,-0.0105899,0.0183984,0.99964,1.21062,1.62545,8.52689,-0.00669544,-0.129111,-0.00126729,0.991607
9,1,-6.80627,1.08354,16.4964,0.0166265,-0.120693,0.0287771,0.992133,-7.22751,1.81747,16.9593,-0.00687864,-0.341419,-0.00197535,0.939884
9,2,0.922624,0.415682,9.20325,-0.0188245,-0.0129522,0.0210862,0.999517,1.12542,1.62517,8.85722,-0.00634417,-0.146416,-0.00331199,0.989197
10,1,-7.1336,1.08851,16.8867,0.0182988,-0.134641,0.0321846,0.990203,-7.56694,1.81282,17.3386,-0.00351487,-0.347955,-0.00209833,0.937502
10,2,0.804971,0.4316,9.61068,-0.0211784,-0.0157381,0.0237904,0.999369,0.993857,1.58365,9.25595,-0.00302514,-0.153767,-0.00275786,0.988099
11,1,-7.46572,1.09298,17.2697,0.0198922,-0.148384,0.0355605,0.98809,-7.8681,1.79468,17.6845,-0.00277889,-0.354857,-0.00105313,0.934916
11,2,0.676322,0.447201,10.0183,-0.0234601,-0.0189698,0.0265056,0.999193,0.87971,1.58916,9.63854,-0.00251227,-0.160797,-0.0015874,0.986983
12,1,-7.80267,1.09736,17.6454,0.0213994,-0.161937,0.0389048,0.985802,-8.15708,1.8577,18.0304,-0.00472085,-0.361373,0.000981275,0.932409
12,2,0.535834,0.462755,10.4259,-0.0256941,-0.0226527,0.0292318,0.998986,0.77175,1.62994,10.0188,-0.00482173,-0.167436,1.65211e-05,0.985871
13,1,-8.14264,1.1021,18.0144,0.0228157,-0.175259,0.0422128,0.983352,-8.46162,1.89848,18.3985,-0.00633196,-0.368443,0.00150201,0.929628
13,2,0.383232,0.478334,10.8331,-0.0278928,-0.0267649,0.0319665,0.998741,0.657902,1.63924,10.4353,-0.00650452,-0.174671,0.000202615,0.984605
14,1,-8.48515,1.10763,18.377,0.0241357,-0.188347,0.0454827,0.980752,-8.77869,1.85768,18.7261,-0.00551125,-0.375253,0.00215618,0.926903
14,2,0.218921,0.494857,11.2395,-0.0301047,-0.0312544,0.03471,0.998455,0.527966,1.62093,10.8088,-0.0058318,-0.181642,0.00100652,0.983347
15,1,-8.82931,1.11414,18.7337,0.0253606,-0.20119,0.0487136,0.978011,-9.09941,1.81572,19.0414,-0.00478058,-0.38199,0.00230536,0.924151
15,2,0.0425218,0.512815,11.6446,-0.0323554,-0.0361096,0.0374621,0.998121,0.366443,1.62619,11.1881,-0.00513042,-0.200236,0.00135921,0.979733
16,1,-9.17432,1.12222,19.085,0.0264826,-0.213776,0.0519025,0.975143,-9.41433,1.76022,19.3837,-0.00715363,-0.384518,0.00133932,0.923089
16,2,-0.14621,0.531307,12.0482,-0.0346089,-0.0413168,0.0402197,0.997736,0.199727,1.66838,11.611,-0.00727749,-0.2188,7.98685e-05,0.975742
17,1,-9.51919,1.13202,19.4314,0.027505,-0.226089,0.0550486,0.972161,-9.70645,1.77837,19.7114,-0.00515454,-0.386573,3.0417e-05,0.922244
17,2,-0.347091,0.549548,12.4496,-0.0368367,-0.0468464,0.0429802,0.997297,0.044309,1.65051,12.0148,-0.00509523,-0.236786,-0.000780273,0.971548
18,1,-9.85822,1.14482,19.7681,0.0274077,-0.230261,0.0566209,0.971094,-9.99729,1.76615,20.0535,-0.00118653,-0.388774,-0.000867412,0.921332
18,2,-0.565793,0.559502,12.8506,-0.037479,-0.0532101,0.0442431,0.996898,-0.126266,1.61203,12.419,-0.00105222,-0.254847,-0.00102619,0.96698
19,1,-10.2002,1.15731,20.1019,0.0272976,-0.234427,0.0581892,0.970007,-10.3101,1.76581,20.3795,0.00213214,-0.391218,-0.000526518,0.920295
19,2,-0.791482,0.570665,13.2485,-0.0381813,-0.0596416,0.0455064,0.996451,-0.3144,1.58641,12.8137,0.00218124,-0.273077,-0.000255789,0.96199
20,1,-10.5436,1.17031,20.4333,0.02716,-0.238554,0.0597471,0.968909,-10.6701,1.73756,20.7127,0.00593715,-0.394381,0.00210152,0.918925
20,2,-1.02624,0.582626,13.6432,-0.0389292,-0.0662161,0.0467706,0.995948,-0.564937,1.53366,13.2308,0.0056742,-0.292392,0.00273305,0.956278
21,1,-10.8873,1.18341,20.763,0.0270068,-0.242613,0.0612941,0.967808,-10.9429,1.71894,21.0412,0.00509097,-0.390691,0.0029507,0.920503
21,2,-1.27197,0.594005,14.0342,-0.0396747,-0.0729978,0.0480354,0.995384,-0.798784,1.54361,13.6112,0.00482123,-0.310891,0.00337348,0.950427
22,1,-11.2306,1.19521,21.0914,0.0268689,-0.246595,0.0628357,0.966706,-11.2474,1.73797,21.383,0.0024102,-0.387621,0.00235546,0.921813
22,2,-1.5293,0.605372,14.4212,-0.0404408,-0.0799973,0.0492999,0.994753,-1.0547,1.56863,14.0189,0.00226003,-0.329914,0.0024999,0.944005
23,1,-11.5735,1.20613,21.4187,0.0267376,-0.250498,0.0643686,0.965605,-11.5383,1.73333,21.7016,-4.49388e-05,-0.384007,0.00173841,0.923328
23,2,-1.79916,0.616188,14.8036,-0.0412112,-0.0872364,0.0505627,0.99405,-1.30518,1.57488,14.3909,-0.00011168,-0.348258,0.0017354,0.937397
24,1,-11.9149,1.21698,21.7452,0.0265989,-0.254305,0.0658873,0.96451,-11.8318,1.70483,22.0271,0.000636983,-0.380295,0.00167575,0.924863
24,2,-2.08276,0.625979,15.1811,-0.041974,-0.0947459,0.0518225,0.993265,-1.55978,1.54188,14.7674,0.000611767,-0.366375,0.00168511,0.930465
25,1,-12.2547,1.22735,22.0711,0.0264614,-0.258016,0.0673932,0.963424,-12.1185,1.7136,22.3622,0.000424246,-0.376236,0.00166233,0.926522
25,2,-2.38022,0.634773,15.553,-0.0427323,-0.102517,0.053077,0.992395,-1.85328,1.51452,15.1335,0.000414669,-0.370896,0.00166474,0.928673
26,1,-12.5908,1.2355,22.3977,0.026363,-0.261591,0.068891,0.962356,-12.4134,1.66223,22.7138,-0.00442577,-0.36932,-9.61139e-05,0.929292
26,2,-2.69105,0.644032,15.919,-0.0435337,-0.110522,0.0543232,0.991433,-2.17746,1.54315,15.5113,-0.0044264,-0.376762,-6.0612e-05,0.9263
27,1,-12.9215,1.24178,22.726,0.0262991,-0.264996,0.0703761,0.961318,-12.676,1.66804,23.0558,-0.00835968,-0.361406,-3.21795e-05,0.932371
27,2,-3.0147,0.653369,16.2786,-0.0443647,-0.118733,0.0555611,0.990377,-2.48326,1.57052,15.8558,-0.0083584,-0.381643,0.000150042,0.924272
28,1,-13.2446,1.24749,23.0574,0.0262495,-0.268188,0.0718394,0.960326,-12.9322,1.70908,23.4101,-0.00921831,-0.353032,0.00290152,0.935561
28,2,-3.35073,0.662817,16.6316,-0.0452258,-0.12713,0.0567904,0.989226,-2.79055,1.57059,16.2036,-0.00910928,-0.386085,0.00322756,0.922413
29,1,-13.5576,1.25398,23.3934,0.0261945,-0.271125,0.0732719,0.959394,-13.2247,1.6365,23.7885,-0.00788164,-0.345636,0.00578534,0.938318
29,2,-3.69831,0.671422,16.9777,-0.0460876,-0.135684,0.0580128,0.987978,-3.13366,1.53204,16.5714,-0.00758663,-0.391505,0.00616713,0.920124
30,1,-13.8599,1.26243,23.7345,0.0261154,-0.273799,0.0746683,0.958528,-13.4933,1.65109,24.1472,-0.00726711,-0.33763,0.00692353,0.941225
30,2,-4.05624,0.678156,17.3169,-0.0469202,-0.144358,0.0592298,0.986636,-3.46255,1.52175,16.8872,-0.00685741,-0.391138,0.00732954,0.920277
31,1,-14.1516,1.27339,24.0808,0.0260047,-0.276218,0.0760276,0.95773,-13.7114,1.64233,24.5528,-0.00648279,-0.320679,0.00307622,0.947161
31,2,-4.42286,0.682448,17.6491,-0.0477071,-0.153101,0.0604422,0.985206,-3.8205,1.49558,17.2253,-0.0062313,-0.391465,0.00355819,0.920165
32,1,-14.4322,1.28579,24.433,0.0258835,-0.278381,0.0773548,0.957001,-13.9276,1.62811,24.9248,-0.00567286,-0.309136,0.000849754,0.951001
32,2,-4.79576,0.685893,17.9748,-0.0484903,-0.161845,0.0616461,0.983694,-4.16931,1.47401,17.5346,-0.00557624,-0.391512,0.00134498,0.920155
33,1,-14.7023,1.29796,24.7909,0.0257813,-0.280306,0.0786589,0.956335,-14.1179,1.63592,25.328,-0.00593664,-0.296528,0.00239456,0.955003
33,2,-5.17275,0.68886,18.2943,-0.0492763,-0.170531,0.0628409,0.982111,-4.52259,1.48019,17.8525,-0.00566378,-0.391669,0.00298315,0.920084
34,1,-14.9583,1.30831,25.1643,0.0302932,-0.261925,0.0757693,0.961632,-14.3109,1.6127,25.7075,-0.00726411,-0.28548,0.00504925,0.958344
34,2,-5.54834,0.696321,18.5943,-0.0517395,-0.169919,0.0649876,0.981951,-4.88038,1.49712,18.1675,-0.00664975,-0.391514,0.00583464,0.920129
35,1,-15.2025,1.31734,25.5459,0.0347775,-0.243495,0.0728519,0.966537,-14.5179,1.69505,26.0832,-0.00921617,-0.266042,0.00553037,0.963902
35,2,-5.92465,0.704839,18.8943,-0.0542195,-0.16933,0.0671318,0.981774,-5.23995,1.53221,18.4813,-0.00840358,-0.391215,0.00670094,0.920237
36,1,-15.4382,1.32506,25.9331,0.0392263,-0.22509,0.0699127,0.971035,-14.683,1.74087,26.4842,-0.0107262,-0.250992,0.00348191,0.967923
36,2,-6.30198,0.713087,19.1943,-0.0566836,-0.168775,0.0692776,0.981582,-5.59247,1.56384,18.7642,-0.0100948,-0.39112,0.00502708,0.920271
37,1,-15.6621,1.33094,26.3273,0.0436508,-0.206659,0.0669504,0.975143,-14.8569,1.69853,26.9076,-0.0103769,-0.235718,0.0033888,0.97176
37,2,-6.68081,0.720942,19.494,-0.0591303,-0.168263,0.0714251,0.981371,-5.95071,1.57052,19.0587,-0.00968624,-0.390871,0.00503395,0.920381
38,1,-15.8728,1.33454,26.7285,0.048057,-0.188189,0.063966,0.978869,-15.0132,1.68942,27.3287,-0.00886202,-0.225472,0.00383505,0.974202
38,2,-7.06142,0.728436,19.7933,-0.0615623,-0.167802,0.0735745,0.981142,-6.3489,1.56721,19.3885,-0.00805995,-0.391471,0.00531791,0.92014
39,1,-16.0666,1.33546,27.1382,0.0524533,-0.169624,0.0609556,0.982222,-15.1479,1.70932,27.7351,-0.0080978,-0.214627,0.00381483,0.976655
39,2,-7.4432,0.73622,20.0923,-0.0639944,-0.167373,0.0757239,0.980896,-6.7297,1.57154,19.6845,-0.00725269,-0.391531,0.00524651,0.920121
40,1,-16.2458,1.33484,27.554,0.0568155,-0.151019,0.0579182,0.985196,-15.3165,1.73515,28.1366,-0.0080794,-0.20436,0.00510301,0.978849
40,2,-7.82583,0.744782,20.3911,-0.0664374,-0.166966,0.0778718,0.980635,-7.04652,1.59554,19.9617,-0.00689629,-0.395901,0.00661503,0.918244
41,1,-16.4142,1.33653,27.9731,0.0610804,-0.13245,0.0548409,0.987785,-15.4604,1.7391,28.5506,-0.00791738,-0.195682,0.00767222,0.980605
41,2,-8.20795,0.752163,20.6903,-0.0688444,-0.166553,0.0800272,0.980365,-7.41151,1.61051,20.2672,-0.00608705,-0.401502,0.00919216,0.915792
42,1,-16.5726,1.34084,28.3946,0.0652431,-0.113939,0.0517243,0.989993,-15.5759,1.70857,28.9551,-0.00636831,-0.186076,0.00946772,0.982469
42,2,-8.5896,0.758531,20.9898,-0.0712203,-0.166133,0.0821893,0.980088,-7.75694,1.60654,20.5373,-0.00402951,-0.406242,0.010675,0.913694
43,1,-16.7217,1.34572,28.8179,0.0693327,-0.0955019,0.0485817,0.991823,-15.7183,1.72032,29.3455,-0.00431136,-0.176781,0.00753095,0.984212
43,2,-8.97228,0.764171,21.2891,-0.0735756,-0.165741,0.0843556,0.979796,-8.11724,1.60935,20.7883,-0.00234627,-0.411283,0.00835453,0.911467
44,1,-16.8641,1.34805,29.2414,0.0733891,-0.0771896,0.0454385,0.993273,-15.8782,1.73606,29.7831,-0.003892,-0.171504,0.00549291,0.98516
44,2,-9.35578,0.769627,21.5883,-0.0759223,-0.165371,0.0865236,0.979491,-8.52962,1.63702,21.0561,-0.00235858,-0.417636,0.0063053,0.90859
45,1,-16.9971,1.34587,29.6663,0.0774407,-0.0589583,0.0423032,0.994353,-16.0079,1.80087,30.2263,-0.00473244,-0.165427,0.00553792,0.986195
45,2,-9.73979,0.774905,21.8874,-0.07826,-0.165014,0.0886932,0.979173,-8.8489,1.69223,21.3426,-0.00311156,-0.418671,0.00658656,0.908109
46,1,-17.1179,1.34066,30.0939,0.0814679,-0.0407674,0.0391631,0.995071,-16.0816,1.85006,30.6516,-0.0059244,-0.158895,0.00606129,0.987259
46,2,-10.1228,0.780888,22.187,-0.0806036,-0.164635,0.0908611,0.978848,-9.17481,1.74299,21.627,-0.00406577,-0.419803,0.00743688,0.907576
47,1,-17.2267,1.33533,30.5234,0.0854313,-0.0226252,0.0360013,0.995436,-16.2239,1.8711,31.0776,-0.00651754,-0.153307,0.00668778,0.988134
47,2,-10.5033,0.787417,22.4879,-0.082946,-0.164203,0.0930295,0.978521,-9.54361,1.77806,21.9122,-0.00440284,-0.421808,0.00823527,0.906637
48,1,-17.3261,1.33099,30.953,0.0893139,-0.00458189,0.032817,0.995452,-16.3201,1.89597,31.4881,-0.00693838,-0.146518,0.00601836,0.989165
48,2,-10.8807,0.793282,22.7905,-0.0852617,-0.163707,0.0952054,0.978196,-9.88004,1.80647,22.1528,-0.00493227,-0.422719,0.00774819,0.906214
49,1,-17.419,1.32863,31.381,0.0931021,0.0133163,0.0296101,0.995127,-16.4249,1.92937,31.9025,-0.00740193,-0.139527,0.00509469,0.990177
49,2,-11.2509,0.797772,23.0967,-0.0875279,-0.163063,0.0973969,0.977887,-10.22,1.84026,22.3832,-0.00558492,-0.423451,0.0070394,0.905875
50,1,-17.5502,1.33045,31.936,0.0918173,0.0117215,0.0316902,0.995202,-16.5929,1.9432,32.3579,-0.00741409,-0.133366,0.00395108,0.991031
50,2,-11.6033,0.800783,23.4057,-0.0840036,-0.144243,0.094926,0.98139,-10.5681,1.8674,22.693,-0.00590859,-0.421302,0.00597229,0.906882
51,1,-17.6829,1.33334,32.4909,0.0905291,0.0101342,0.0337677,0.99527,-16.6599,1.96889,32.7901,-0.00748989,-0.124859,0.00344291,0.99214
51,2,-11.9455,0.806613,23.727,-0.0804809,-0.125405,0.0924079,0.984509,-10.8772,1.89271,22.9713,-0.0061049,-0.41792,0.00553916,0.908447
52,1,-17.8155,1.33719,33.0464,0.0892402,0.0085809,0.0358401,0.995328,-16.7299,1.97708,33.2199,-0.0072979,-0.115927,0.00302248,0.993226
52,2,-12.2791,0.814075,24.0595,-0.0769452,-0.106596,0.0898478,0.987241,-11.1905,1.90701,23.2317,-0.00602374,-0.414152,0.00510972,0.910173
53,1,-17.9466,1.34172,33.6033,0.0879553,0.00707877,0.0379071,0.995378,-16.8698,1.9776,33.6572,-0.00699257,-0.107782,0.00227648,0.994147
53,2,-12.6047,0.823559,24.402,-0.0734086,-0.0878458,0.087243,0.989587,-11.5503,1.91361,23.4977,-0.00594024,-0.411108,0.00433496,0.911557
54,1,-18.077,1.34694,34.1612,0.0866738,0.00561569,0.0399696,0.995419,-16.9489,1.98325,34.1074,-0.00703181,-0.0984621,0.00144185,0.995115
54,2,-12.9229,0.833878,24.7539,-0.0698551,-0.0691785,0.0846014,0.991553,-11.8656,1.91749,23.7538,-0.00621935,-0.406987,0.00358399,0.913406
55,1,-18.2057,1.35241,34.7207,0.0854021,0.00420643,0.0420279,0.995451,-17.0325,2.00346,34.571,-0.00702526,-0.088905,0.000927344,0.996015
55,2,-13.2342,0.844667,25.1146,-0.0662828,-0.0506136,0.0819261,0.993143,-12.1493,1.93945,24.0842,-0.00643555,-0.379865,0.00296613,0.925015
56,1,-18.3279,1.35778,35.2843,0.0841486,0.00291548,0.0440762,0.995474,-17.1444,2.02264,35.0309,-0.00685975,-0.0767721,0.000608118,0.997025
56,2,-13.5355,0.855242,25.4848,-0.0626789,-0.0321059,0.0792246,0.994366,-12.4729,1.96041,24.4313,-0.00641557,-0.35269,0.00250331,0.935715
57,1,-18.439,1.36322,35.8543,0.0829155,0.00180621,0.0461059,0.995488,-17.1675,2.05095,35.49,-0.00710127,-0.0626958,0.000256483,0.998007
57,2,-13.824,0.86599,25.8656,-0.0590485,-0.0136087,0.0764966,0.995227,-12.7445,1.98117,24.7514,-0.00678289,-0.323383,0.00211809,0.946241
58,1,-18.5375,1.36943,36.4314,0.0816971,0.000891308,0.0481121,0.995495,-17.1771,2.08493,35.956,-0.00728722,-0.047973,-0.000517023,0.998822
58,2,-14.0965,0.875429,26.2578,-0.055368,0.004922,0.0737544,0.995726,-13.0124,2.00562,25.0659,-0.00718919,-0.293155,0.00129864,0.956037
59,1,-18.6192,1.37658,37.0177,0.0804962,0.000224428,0.050088,0.995496,-17.1634,2.10556,36.4601,-0.00727492,-0.032622,-0.00115667,0.999441
59,2,-14.3537,0.883744,26.6602,-0.0516474,0.0234591,0.0709961,0.995862,-13.2217,2.00948,25.4365,-0.00733431,-0.27974,0.000685757,0.960047
60,1,-18.6798,1.38415,37.6153,0.0793232,-0.00014517,0.0520312,0.99549,-17.1731,2.10776,36.9963,-0.00687741,-0.0169168,-0.00134922,0.999832
60,2,-14.5966,0.891491,27.0716,-0.0479016,0.041971,0.0682172,0.995636,-13.4726,2.02084,25.7731,-0.00699604,-0.267003,0.000417812,0.96367
61,1,-18.7178,1.39165,38.2246,0.0781856,-0.000206124,0.0539438,0.995478,-17.1614,2.11832,37.522,-0.00664746,-0.00328044,-0.00164342,0.999971
61,2,-14.825,0.896336,27.4913,-0.0441021,0.0604459,0.0654365,0.995047,-13.6721,2.03207,26.1074,-0.00684724,-0.25302,6.95742e-05,0.967437
62,1,-18.7321,1.39881,38.846,0.0770878,4.50236e-05,0.0558275,0.99546,-17.1266,2.14664,38.0428,-0.00687897,0.0111612,-0.00203494,0.999912
62,2,-15.039,0.898709,27.9188,-0.0402602,0.0788752,0.062651,0.994099,-13.8646,2.0498,26.4288,-0.00716902,-0.238202,-0.000257739,0.971189
63,1,-18.7212,1.40664,39.4798,0.0760213,0.000618743,0.0576773,0.995436,-17.0949,2.16711,38.5964,-0.00699016,0.02633,-0.00209481,0.999627
63,2,-15.2387,0.900905,28.3531,-0.0364119,0.0972455,0.0598413,0.992792,-14.0757,2.06455,26.7763,-0.00729136,-0.222617,-0.000294184,0.974879
64,1,-18.6873,1.4149,40.1246,0.0749864,0.00147541,0.0595003,0.995407,-16.9871,2.17725,39.1582,-0.00702689,0.0425563,-0.00178728,0.999068
64,2,-15.4253,0.904669,28.7928,-0.0325845,0.115529,0.0569926,0.991132,-14.2351,2.07297,27.1246,-0.00725062,-0.205933,6.7163e-06,0.978539
65,1,-18.6271,1.42249,40.7814,0.0739977,0.00264783,0.0613,0.995369,-16.8465,2.17161,39.7259,-0.00659848,0.0595781,-0.0016202,0.998201
65,2,-15.5983,0.912243,29.2377,-0.0288075,0.133728,0.0540855,0.989122,-14.4134,2.08855,27.5512,-0.0067938,-0.194042,9.59564e-05,0.98097
66,1,-18.562,1.44458,41.5774,0.0733486,0.0271947,0.0544512,0.995447,-16.7489,2.17622,40.3382,-0.00609987,0.0720284,-0.00100387,0.997383
66,2,-15.7662,0.91758,29.6902,-0.0279122,0.128341,0.0545496,0.989835,-14.5971,2.09755,28.026,-0.00615628,-0.181131,0.000562525,0.98344
67,1,-18.4603,1.46621,42.368,0.0726799,0.0516866,0.0475849,0.994878,-16.6013,2.1462,40.8773,-0.00516286,0.0854907,0.000152872,0.996326
67,2,-15.9299,0.921368,30.1457,-0.0270021,0.1231,0.0550148,0.9905,-14.7571,2.08566,28.4251,-0.00495942,-0.167177,0.00144312,0.985913
68,1,-18.3297,1.48598,43.1487,0.0719968,0.0760251,0.0407186,0.993669,-16.4814,2.12502,41.4301,-0.00438229,0.0940308,0.00133622,0.995559
68,2,-16.0832,0.921814,30.6079,-0.0260485,0.118105,0.0554963,0.991107,-14.893,2.07729,28.868,-0.00392277,-0.15216,0.00236683,0.988345
69,1,-18.1701,1.50316,43.9185,0.0713053,0.100207,0.033855,0.991831,-16.3335,2.14428,42.0166,-0.00420638,0.10382,0.0014828,0.994586
69,2,-16.227,0.920994,31.076,-0.0250787,0.113336,0.0559765,0.991662,-15.0342,2.08843,29.3442,-0.00373265,-0.135857,0.00244124,0.990718
70,1,-17.9817,1.51629,44.6765,0.0706175,0.124224,0.027001,0.98937,-16.1324,2.19882,42.595,-0.00443664,0.11377,0.000344287,0.993497
70,2,-16.3602,0.920278,31.5508,-0.0241082,0.108805,0.0564446,0.992166,-15.1716,2.10442,29.7574,-0.00422127,-0.130162,0.00140825,0.991483
71,1,-17.7689,1.52593,45.42,0.0699249,0.148026,0.0201581,0.986302,-15.9915,2.2049,43.1995,-0.00430958,0.123689,-0.0013958,0.992311
71,2,-16.4825,0.921361,32.0325,-0.0231569,0.104514,0.056888,0.992625,-15.3078,2.11777,30.1944,-0.00452012,-0.122897,-0.000298785,0.992409
72,1,-17.5376,1.53166,46.1464,0.0692286,0.171549,0.013335,0.98265,-15.7868,2.19414,43.77,-0.00399591,0.134093,-0.00283082,0.990957
72,2,-16.5965,0.923813,32.5195,-0.0222228,0.100416,0.057311,0.993045,-15.3976,2.12149,30.602,-0.00457184,-0.115125,-0.00175475,0.993339
73,1,-17.2897,1.53297,46.8549,0.0685321,0.194778,0.00653709,0.978428,-15.5352,2.19379,44.3456,-0.00413598,0.145139,-0.00372374,0.989396
73,2,-16.7041,0.926766,33.0111,-0.0212977,0.0964756,0.0577208,0.993432,-15.4624,2.12691,31.0205,-0.00493524,-0.106688,-0.00257216,0.994277
74,1,-17.0244,1.53034,47.5455,0.0678305,0.217721,-0.000236714,0.973651,-15.3084,2.21341,44.9688,-0.00367997,0.157491,-0.00396547,0.987506
74,2,-16.8054,0.930919,33.5071,-0.0203892,0.0926896,0.058112,0.993789,-15.5195,2.11826,31.4704,-0.00456187,-0.0969085,-0.00290801,0.995279
75,1,-16.7367,1.5259,48.2196,0.0671044,0.240432,-0.00699865,0.968318,-15.0239,2.21848,45.5748,-0.00297996,0.169984,-0.0036807,0.985435
75,2,-16.9007,0.934566,34.0073,-0.0194778,0.089046,0.0584962,0.994118,-15.6415,2.12603,31.9208,-0.00382425,-0.0884261,-0.00279336,0.996071
76,1,-16.4372,1.51812,48.8735,0.0663632,0.262809,-0.0137265,0.962465,-14.8384,2.21385,46.2117,-0.00189047,0.170271,-0.00392213,0.985388
76,2,-16.9897,0.938955,34.5119,-0.0185766,0.0855492,0.0588641,0.99442,-15.7386,2.12823,32.3561,-0.00280281,-0.0790386,-0.00333185,0.996862
77,1,-16.1329,1.50816,49.5053,0.0655965,0.284788,-0.0204162,0.956126,-14.5799,2.18546,46.8855,-0.000197216,0.171965,-0.00470848,0.985092
77,2,-17.0743,0.943666,35.0199,-0.0176826,0.0821648,0.0592185,0.994701,-15.8111,2.12388,32.8376,-0.00131575,-0.0682182,-0.00452521,0.997659
78,1,-15.8312,1.49713,50.1136,0.0647969,0.306306,-0.0270646,0.949339,-14.3232,2.16888,47.5145,0.00103993,0.172676,-0.00508651,0.984965
78,2,-17.1492,0.947076,35.5338,-0.0167722,0.0789663,0.0595695,0.994955,-15.8663,2.12149,33.2794,-0.000157279,-0.058385,-0.00518934,0.998281
79,1,-15.5336,1.48605,50.6989,0.063959,0.327363,-0.0336739,0.94213,-14.0246,2.20751,48.1545,0.000927164,0.17363,-0.00430481,0.984801
79,2,-17.2142,0.946854,36.0538,-0.0158202,0.0759501,0.0599318,0.995183,-15.8951,2.13834,33.74,-4.7113e-05,-0.0483014,-0.00440327,0.998823
80,1,-15.2413,1.47453,51.262,0.063089,0.347958,-0.0402399,0.934519,-13.6471,2.23071,48.8124,0.0011582,0.176124,-0.00381151,0.98436
80,2,-17.2731,0.948439,36.5777,-0.0148906,0.0730624,0.0602716,0.995393,-15.9738,2.14676,34.2247,0.000309997,-0.0400448,-0.00397151,0.99919
81,1,-14.9398,1.46289,51.8076,0.0621836,0.36823,-0.0467762,0.926473,-13.4239,2.22224,49.4609,0.00197563,0.176786,-0.00382493,0.98424
81,2,-17.3283,0.953625,37.1044,-0.0140053,0.0702659,0.0605794,0.995589,-16.0284,2.16097,34.6797,0.00113465,-0.032328,-0.0041528,0.999468
82,1,-14.6227,1.45106,52.3374,0.0612422,0.388239,-0.0532868,0.917976,-13.1712,2.22323,50.1092,0.00254893,0.177592,-0.00349055,0.984095
82,2,-17.3781,0.957144,37.6347,-0.0131059,0.0675806,0.060888,0.995768,-16.0683,2.17516,35.1404,0.00179283,-0.0244651,-0.00393278,0.999691
83,1,-14.2872,1.43871,52.8515,0.0602657,0.408008,-0.0597708,0.909024,-12.8714,2.23425,50.7967,0.00179063,0.180035,-0.00274525,0.983655
83,2,-17.4177,0.962311,38.1709,-0.0122235,0.0650693,0.0611781,0.995929,-16.0795,2.1655,35.64,0.00122184,-0.0149364,-0.00304136,0.999883
