frame_id,object_id,tx,ty,tz,qx,qy,qz,qw,gt_tx,gt_ty,gt_tz,gt_qx,gt_qy,gt_qz,gt_qw
12,1,0.141889,0.108062,0.584326,0.0015205,-0.0137437,0.00333987,0.999899,-0.038639,-0.00727685,0.46679,-0.00255133,-0.00697466,0.00122835,0.999972
12,2,-0.0641469,-0.031897,0.404971,-0.00219122,-0.00367918,0.00277352,0.999987,0.0256257,-0.0103904,0.377565,-0.00255064,-0.00672317,0.0012266,0.999973
13,1,0.142082,0.10805,0.583968,0.00143117,-0.0135451,0.00330064,0.999902,-0.0318404,-0.0211827,0.50055,-0.00169659,-0.00759612,-6.05674e-05,0.99997
13,2,-0.0642228,-0.0318898,0.405256,-0.00214446,-0.00410756,0.00279492,0.999985,0.0331503,-0.024611,0.41186,-0.00169616,-0.00734464,-6.33834e-05,0.999972
14,1,0.142259,0.108041,0.583649,0.00133684,-0.0133456,0.00325798,0.999905,-0.0446791,-0.00544492,0.451682,0.000514916,-0.00732922,0.000957735,0.999973
14,2,-0.0642887,-0.0318729,0.405543,-0.00214697,-0.00448566,0.00281522,0.999984,0.0209755,-0.00866078,0.36351,0.00051517,-0.00707775,0.000954629,0.999974
15,1,0.142421,0.108033,0.583366,0.00124307,-0.0131339,0.00321404,0.999908,-0.0475333,-0.01067,0.442666,0.000620638,-0.00727414,0.000455513,0.999973
15,2,-0.0643534,-0.0318525,0.40581,-0.00217482,-0.00485338,0.00283529,0.999982,0.250113,0.0183603,0.365146,0.000623282,-0.0189383,0.000586291,0.99982
16,1,0.142555,0.10803,0.583147,0.00114147,-0.0129119,0.00316507,0.999911,-0.216914,-0.157492,0.399538,-0.00182329,-0.00275243,-0.00178471,0.999993
16,2,-0.0644161,-0.0318405,0.406043,-0.00216619,-0.00520648,0.00285393,0.99998,0.253217,0.00144916,0.422985,-0.00184263,-0.0189965,-0.00158267,0.999817
17,1,0.142662,0.10803,0.582985,0.00104255,-0.012675,0.00311519,0.999914,-0.20726,0.10098,0.361746,0.00234535,-0.00222852,-0.000423713,0.999995
17,2,-0.0644734,-0.0318364,0.40622,-0.00212967,-0.00552933,0.00287124,0.999978,0.273013,0.0352913,0.396879,0.00228844,-0.0184732,-0.000230571,0.999827
18,1,-0.167234,0.0332525,0.420603,-0.000191058,-0.00434598,0.0014505,0.999989,-0.194369,0.159411,0.375107,0.00400191,-0.00238752,0.000717283,0.999989
18,2,-0.0590767,0.000243903,0.40684,-0.000440847,-0.00634625,0.00148098,0.999979,0.279939,0.0567415,0.398262,0.00394884,-0.0186326,0.000806862,0.999818
19,1,-0.167243,0.0332543,0.42062,-0.000202367,-0.0043451,0.00144498,0.999989,-0.200972,0.149017,0.369522,0.00292171,-0.00265699,0.00160629,0.999991
19,2,-0.0590884,0.000252991,0.406832,-0.00049956,-0.00641912,0.00148284,0.999978,0.286352,0.0477194,0.399247,0.0029064,-0.0189023,0.00158307,0.999816
20,1,-0.167244,0.0332571,0.420628,-0.000228576,-0.00431059,0.00143011,0.99999,-0.206346,0.153476,0.396757,0.00247484,-0.0034545,0.0038997,0.999983
20,2,-0.059112,0.000259347,0.406827,-0.000540694,-0.00656689,0.00148896,0.999977,0.277354,0.0169919,0.432485,0.00255153,-0.0201481,0.00378548,0.999787
21,1,-0.167228,0.0332576,0.420606,-0.000245044,-0.00424693,0.00141791,0.99999,-0.43745,-0.0556561,0.24755,-0.00112959,0.00400627,0.000465207,0.999991
21,2,-0.0591456,0.000258055,0.406826,-0.000530998,-0.00677725,0.00150075,0.999976,0.279969,-0.0138887,0.415181,-0.000919175,-0.0194073,0.00027405,0.999811
22,1,-0.167196,0.0332541,0.420558,-0.000233682,-0.00417119,0.00141851,0.99999,-0.450619,-0.110256,0.27744,-0.00225083,0.00333276,-0.00158351,0.999991
22,2,-0.059181,0.000260076,0.406825,-0.000543694,-0.00699984,0.0015107,0.999974,0.284509,-0.0348084,0.457095,-0.00206751,-0.0200809,-0.00169658,0.999795
23,1,-0.167151,0.0332499,0.420484,-0.000230034,-0.00409436,0.00141389,0.999991,-0.464065,-0.125712,0.238485,-0.00203616,0.0039143,-0.00151533,0.999989
23,2,-0.0592198,0.000259619,0.406827,-0.00053895,-0.00724434,0.00152206,0.999972,0.290371,-0.0516946,0.4299,-0.00192589,-0.0195007,-0.0015291,0.999807
24,1,-0.16708,0.0332448,0.420367,-0.000240014,-0.00400013,0.00140029,0.999991,-0.467594,0.00426359,0.231232,0.000647315,0.00401846,0.000201172,0.999992
24,2,-0.0592634,0.000257364,0.406831,-0.000520701,-0.00751991,0.00153485,0.99997,0.303293,-0.0114368,0.435706,0.000726336,-0.0193962,0.000218865,0.999812
25,1,-0.166992,0.0332373,0.420217,-0.000242182,-0.00390442,0.00139038,0.999991,-0.48058,-0.0022356,0.232895,-0.000199507,0.0043843,-9.35086e-05,0.99999
25,2,-0.0593082,0.000256321,0.406853,-0.000505924,-0.00778833,0.00154556,0.999968,-0.15021,-0.0325992,0.382413,-0.000167214,-0.00486361,-9.09142e-05,0.999988
26,1,-0.16688,0.033225,0.420033,-0.000212107,-0.00376579,0.00139499,0.999992,-0.641721,-0.306511,0.188016,-0.00384473,0.00744296,-0.00345566,0.999959
26,2,-0.0593538,0.000262975,0.406902,-0.000539272,-0.00803137,0.0015476,0.999966,-0.143396,-0.100815,0.414639,-0.0038451,-0.0063348,-0.0033963,0.999967
27,1,-0.166748,0.0332116,0.419818,-0.000188104,-0.00359173,0.00139422,0.999993,-0.655071,-0.1963,0.147367,-0.00366497,0.00849199,-0.00142818,0.999956
27,2,-0.0593973,0.000268389,0.406958,-0.000560575,-0.00824852,0.00155024,0.999965,-0.146112,-0.0939508,0.380299,-0.00373084,-0.00528426,-0.00126481,0.999978
28,1,-0.166602,0.033199,0.419585,-0.000184672,-0.00337387,0.00137949,0.999993,-0.664659,0.014813,0.136305,-0.00183388,0.00898576,0.00235507,0.999955
28,2,-0.0594408,0.000274554,0.407028,-0.000583309,-0.00844655,0.00155182,0.999963,-0.147282,-0.0462902,0.378344,-0.00188341,-0.00478942,0.0025953,0.999983
29,1,-0.166449,0.033188,0.419347,-0.000201545,-0.00311179,0.00135072,0.999994,-0.654764,0.0174386,0.17558,0.000236412,0.0079228,0.00309371,0.999964
29,2,-0.0594815,0.000277465,0.407102,-0.000578637,-0.00861432,0.00155735,0.999962,-0.143207,-0.0105268,0.400806,0.000266237,-0.00585205,0.00335613,0.999977
30,1,-0.166301,0.0331791,0.419121,-0.000235856,-0.00284255,0.00131162,0.999995,-0.672415,0.0535012,0.136046,0.000159825,0.00852969,0.00120047,0.999963
30,2,-0.0595166,0.000276725,0.407172,-0.000546351,-0.00874324,0.00156696,0.99996,-0.338416,0.00528398,0.312533,0.000214779,0.000411882,0.00135132,0.999999
31,1,-0.166168,0.0331721,0.418919,-0.000276845,-0.0025813,0.00126906,0.999996,-1.10458,-0.00492429,-0.0691231,0.00196295,0.0179364,-0.00352066,0.999831
31,2,-0.0595434,0.000273856,0.407231,-0.000500635,-0.00882301,0.00157759,0.99996,-0.355249,0.0208425,0.334505,0.00205294,-0.000366015,-0.00322273,0.999993
32,1,-0.166053,0.0331652,0.418749,-0.000299255,-0.00231657,0.00123685,0.999997,-0.823341,0.00657191,0.0413119,0.00147051,0.012152,-0.00193574,0.999923
32,2,-0.0595596,0.000275656,0.407279,-0.000499527,-0.00883605,0.00157468,0.99996,-0.352045,0.0154676,0.305418,0.00146926,-5.87508e-05,-0.00177975,0.999997
33,1,-0.165964,0.0331584,0.418624,-0.00029468,-0.0020689,0.00122129,0.999997,-0.850665,0.00753596,0.0455364,-0.000716423,0.0132359,0.00131264,0.999911
33,2,-0.0595655,0.00027796,0.407314,-0.000507919,-0.00879102,0.0015669,0.99996,-0.343169,-0.00683424,0.321389,-0.000722103,-0.000163748,0.00147407,0.999999
34,1,-1.23724,0.147038,-0.189461,0.00354239,0.0194928,-0.00144151,0.999803,-0.775026,-0.0711013,0.0668646,-0.00206155,0.0115544,0.00206801,0.999929
34,2,-0.392355,-0.0789146,0.298716,-0.00283151,0.000525081,0.00166813,0.999994,-0.357245,-0.0351102,0.319576,-0.00202422,0.000173445,0.00223642,0.999995
35,1,-1.23725,0.147039,-0.189459,0.00353146,0.019435,-0.00144431,0.999804,-1.25832,-0.0323503,-0.174694,-0.00206587,0.0202088,-0.000265459,0.999794
35,2,-0.392357,-0.078913,0.298713,-0.00284705,0.000497851,0.00166516,0.999994,-0.37062,-0.0348519,0.316765,-0.00195396,0.000312951,0.000107837,0.999998
36,1,-1.23725,0.147039,-0.189467,0.00351835,0.0193112,-0.00144512,0.999806,-0.991994,-0.0760975,-0.0343715,-0.000956739,0.0155487,-0.00253719,0.999875
36,2,-0.392359,-0.0789153,0.298706,-0.0028302,0.000463711,0.00167223,0.999994,-0.362183,-0.024762,0.284848,-0.0009018,7.55583e-05,-0.00220299,0.999997
37,1,-1.23723,0.147037,-0.18952,0.00351337,0.0192471,-0.00144484,0.999808,-1.01586,-0.0287898,-0.0269607,0.000349476,0.0157473,-0.000179624,0.999876
37,2,-0.39236,-0.0789181,0.298691,-0.0028115,0.000418859,0.00168063,0.999995,-0.368011,0.0225061,0.290293,0.000373127,0.000273741,0.000163046,1
38,1,-1.23718,0.147032,-0.189615,0.00351426,0.0192059,-0.00144282,0.999808,-0.724758,0.0840759,0.109287,0.00135752,0.0105428,0.000676125,0.999943
38,2,-0.392357,-0.0789214,0.298665,-0.00279482,0.000367439,0.00168924,0.999995,-0.371181,0.060314,0.333147,0.0013865,-0.000635605,0.000904048,0.999998
39,1,-1.2371,0.147024,-0.189757,0.00352122,0.0192305,-0.00144182,0.999808,-0.746062,0.0613921,0.0768562,0.000729216,0.0111204,4.71012e-05,0.999938
39,2,-0.392351,-0.0789232,0.298634,-0.00279361,0.000333064,0.00169241,0.999995,-0.377759,0.037411,0.294354,0.00077092,-5.84113e-05,0.000250893,1
40,1,-1.23702,0.147017,-0.18992,0.00350984,0.0192029,-0.00144883,0.999808,-0.750804,0.0449958,0.090107,-0.000279909,0.0105086,0.00117054,0.999944
40,2,-0.392346,-0.0789238,0.298608,-0.00280334,0.000307419,0.00169171,0.999995,-0.125845,0.0358586,0.34251,-0.000198582,-0.00474406,0.0014403,0.999988
41,1,-1.23694,0.147013,-0.190096,0.00344389,0.0191075,-0.00148258,0.99981,-0.637267,0.0559481,0.147854,-0.000396544,0.00887489,0.00246891,0.999957
41,2,-0.39234,-0.0789283,0.298588,-0.00277035,0.000316568,0.00170526,0.999995,-0.113676,0.0440586,0.393742,-0.000257064,-0.00609132,0.00274165,0.999978
42,1,-1.23685,0.147009,-0.190282,0.00337457,0.0189963,-0.00151764,0.999813,-0.67212,0.0930404,0.102883,0.00110873,0.0098113,0.00197343,0.999949
42,2,-0.392338,-0.0789319,0.298579,-0.00274206,0.000324047,0.00171725,0.999995,-0.129885,0.082998,0.343446,0.0013197,-0.0051543,0.00223223,0.999983
43,1,-1.23677,0.147004,-0.190456,0.00333373,0.0188773,-0.0015369,0.999815,-0.698568,0.097057,0.0932105,0.00230437,0.00946358,-0.00159575,0.999951
43,2,-0.392347,-0.0789338,0.298589,-0.00272132,0.00029621,0.00172797,0.999995,-0.139088,0.0844316,0.329689,0.00252548,-0.00550224,-0.00139233,0.999981
44,1,-1.2367,0.146997,-0.190602,0.00333326,0.0187161,-0.00153093,0.999818,-0.481931,-0.00188837,0.268425,0.000737383,0.00535529,-0.00196163,0.999983
44,2,-0.39236,-0.078934,0.298609,-0.00271229,0.000273758,0.00173378,0.999995,-0.128898,0.0337832,0.380315,0.000877923,-0.00697866,-0.00183392,0.999974
45,1,-1.23665,0.146989,-0.190723,0.00335868,0.0186062,-0.0015126,0.99982,-0.498214,0.00906056,0.25283,-0.000865049,0.00615997,-0.00012913,0.999981
45,2,-0.392374,-0.0789339,0.298636,-0.00270362,0.000259248,0.0017389,0.999995,-0.271255,0.0207872,0.308686,-0.000796223,-0.00114527,-5.34452e-05,0.999999
46,1,-1.2366,0.146984,-0.190817,0.00336438,0.018544,-0.0015066,0.999821,-0.473902,-0.0203323,0.220936,-0.00129322,0.00661395,0.000282157,0.999977
46,2,-0.392383,-0.0789325,0.298656,-0.00271153,0.000279496,0.00173517,0.999995,-0.271049,0.00559136,0.310857,-0.00121673,-0.00125552,0.000379721,0.999998
47,1,-1.23657,0.146983,-0.190871,0.00333257,0.0184805,-0.00152087,0.999823,-0.488169,-0.0073893,0.248779,-0.000713808,0.00565556,0.000485853,0.999984
47,2,-0.392383,-0.0789319,0.298664,-0.00271545,0.000330986,0.00173178,0.999995,-0.271073,0.0188865,0.328188,-0.000629987,-0.00221316,0.000598224,0.999997
48,1,-1.23657,0.146985,-0.190898,0.00328601,0.0183731,-0.00154108,0.999825,-0.527048,-0.0219651,0.192161,-0.000351906,0.00685919,-0.000777138,0.999976
48,2,-0.392382,-0.0789334,0.298673,-0.00269639,0.000396916,0.00173808,0.999995,-0.294523,0.00405091,0.260971,-0.000268907,-0.0010104,-0.000657433,0.999999
49,1,-1.23657,0.146988,-0.190905,0.0032273,0.0182261,-0.00156575,0.999827,-0.554584,-0.0225909,0.188733,-0.000358244,0.00705409,-0.00103617,0.999975
49,2,-0.392372,-0.0789362,0.298678,-0.00266315,0.000550706,0.00174721,0.999995,-0.307205,0.00299312,0.247559,-0.000287823,-0.000815054,-0.000911961,0.999999
50,1,-0.0119602,-0.0063954,0.621866,-0.00121065,-0.0018198,0.0019364,0.999996,-0.570168,-0.0167517,0.253367,0.000122459,0.00621125,-0.00118402,0.99998
50,2,-1.24888,0.0285385,-0.107395,0.00232291,0.0191013,-0.00382998,0.999808,-0.458259,0.0110003,0.26111,0.000149154,0.00236487,-0.00112282,0.999997
51,1,-0.0119602,-0.0063952,0.621867,-0.00121353,-0.00181196,0.00193476,0.999996,-0.626697,0.00459875,0.152528,-3.27416e-05,0.00857499,-0.000581182,0.999963
51,2,-1.24889,0.0285409,-0.107396,0.00229413,0.0190604,-0.00384165,0.999808,-0.480248,0.0144234,0.200343,-6.49896e-06,0.00372276,-0.000504833,0.999993
52,1,-0.0119609,-0.006395,0.621872,-0.00121465,-0.00177772,0.00193303,0.999996,-0.664405,0.00752887,0.134624,0.000220358,0.00899519,-0.000463791,0.999959
52,2,-1.24889,0.0285419,-0.107396,0.00228376,0.0189807,-0.00384327,0.99981,-0.505428,0.0171021,0.17019,0.000242872,0.00414194,-0.000388761,0.999991
53,1,-0.0119645,-0.00639479,0.621885,-0.00121175,-0.00172605,0.00193253,0.999996,-0.689408,5.2907e-05,0.166164,0.000371847,0.00819209,-0.000767783,0.999966
53,2,-1.2489,0.0285439,-0.107387,0.00226496,0.0188788,-0.00384813,0.999812,-0.517857,0.00926442,0.19024,0.000389647,0.00333974,-0.000695998,0.999994
54,1,-0.0119767,-0.006394,0.621915,-0.00120913,-0.00168659,0.00193179,0.999996,-0.715934,-0.0217212,0.140124,3.64957e-05,0.00936323,-0.000901338,0.999956
54,2,-1.24893,0.0285452,-0.10736,0.00226426,0.0187617,-0.00384378,0.999814,-0.530983,-0.0129195,0.152733,4.7426e-05,0.00451086,-0.000831791,0.999989
55,1,-0.0119951,-0.00639301,0.621958,-0.00120071,-0.00163222,0.00193266,0.999996,-0.743509,0.00435014,0.144462,4.9724e-05,0.00959539,-0.000579851,0.999954
55,2,-1.24896,0.0285467,-0.107316,0.00226764,0.0186334,-0.00383701,0.999816,-1.70819,0.00410619,-0.327942,2.89749e-05,0.0294932,-0.000862638,0.999565
56,1,-0.0120172,-0.00639173,0.622016,-0.00118696,-0.00151278,0.001933,0.999996,-0.960062,0.0193916,0.0547724,0.000189072,0.0121723,-0.000389412,0.999926
56,2,-1.24899,0.0285479,-0.107258,0.00228074,0.0185589,-0.00382745,0.999818,-1.75262,0.0155301,-0.321633,0.000182554,0.0291988,-0.000627146,0.999573
57,1,-0.0120429,-0.00638978,0.62209,-0.00117387,-0.00132944,0.00193017,0.999997,-1.02019,-0.00242883,-0.00975959,-0.000215624,0.0141073,-0.000466288,0.9999
57,2,-1.24902,0.0285499,-0.107194,0.0022861,0.0185372,-0.00382369,0.999818,-1.81903,-0.00633453,-0.40787,-0.000213674,0.0311321,-0.000704372,0.999515
58,1,-0.0120811,-0.00638638,0.62219,-0.0011677,-0.0011333,0.00192314,0.999997,-1.06675,-0.00523975,-0.0239756,-0.000135072,0.014739,-0.000888382,0.999891
58,2,-1.24905,0.0285501,-0.107135,0.00231211,0.0185687,-0.00381141,0.999818,-1.86976,-0.00849737,-0.444178,-0.000117044,0.0317644,-0.00113257,0.999495
59,1,-0.0121307,-0.0063818,0.62232,-0.0011617,-0.000883076,0.00191351,0.999997,-1.10185,-0.00027906,-0.00662162,5.5416e-05,0.0153579,-0.000749849,0.999882
59,2,-1.24908,0.0285507,-0.107077,0.00233153,0.0185789,-0.00380122,0.999817,-0.918913,-0.0119908,0.0159986,5.23395e-05,0.0139962,-0.00073013,0.999902
60,1,-0.012187,-0.00637691,0.62247,-0.00114833,-0.000583108,0.00190526,0.999997,-1.16462,0.0236517,0.0133179,0.000424583,0.0157073,-0.000293274,0.999876
60,2,-1.2491,0.0285521,-0.107023,0.00233915,0.0185631,-0.00379534,0.999818,-0.930126,0.0260948,-0.00616259,0.000417542,0.0132398,-0.000258515,0.999912
61,1,-0.0122564,-0.00637132,0.622648,-0.00112864,-0.000271584,0.00189957,0.999998,-1.0051,0.0166933,0.0701068,0.000254239,0.0136341,-0.000383864,0.999907
61,2,-1.24913,0.0285511,-0.106973,0.00237774,0.0185449,-0.00377281,0.999818,-0.952968,0.0142105,-0.0459782,0.00025688,0.0144784,-0.000395257,0.999895
62,1,-0.0123377,-0.00636504,0.622853,-0.00110529,4.35079e-05,0.00189566,0.999998,-1.0578,-0.00353622,0.0418642,-0.000206878,0.0144388,-0.000488364,0.999896
62,2,-1.24915,0.0285503,-0.106935,0.0024067,0.0185239,-0.00375471,0.999818,-0.998844,-0.00626431,-0.0834089,-0.000203815,0.0152831,-0.000499797,0.999883
63,1,-0.0124266,-0.00635769,0.623077,-0.00109178,0.000368979,0.00188699,0.999998,-1.13102,0.00870618,0.0518508,-8.29413e-05,0.0151705,-0.000163543,0.999885
63,2,-1.24916,0.0285517,-0.106909,0.00240043,0.018493,-0.00375432,0.999819,-1.06532,0.00579379,-0.0826977,-7.96733e-05,0.0160148,-0.000175318,0.999872
64,1,-0.0125162,-0.00635067,0.6233,-0.0010762,0.000654499,0.00188217,0.999997,-1.15361,0.0166358,0.0271171,1.46205e-06,0.0162372,0.000193787,0.999868
64,2,-1.24917,0.0285543,-0.106902,0.0023682,0.0184386,-0.00376683,0.99982,-1.08143,0.0136089,-0.116905,4.33079e-06,0.0170815,0.000181842,0.999854
65,1,-0.0126008,-0.00634455,0.62352,-0.00104844,0.000973318,0.00188299,0.999997,-1.2038,0.0315027,0.00951928,0.000459451,0.0170433,2.75324e-05,0.999855
65,2,-1.24917,0.0285587,-0.106904,0.00230499,0.0183906,-0.00379607,0.999821,-0.840537,0.04258,0.0872967,0.00044618,0.0121368,9.5167e-05,0.999926
66,1,-2.00412,-0.333356,-0.0734059,-0.00217475,0.0249,-0.00500371,0.999675,-0.89694,0.0648948,0.201865,0.000549213,0.0124798,0.000502031,0.999922
66,2,0.145597,0.0931464,0.619236,0.00125952,-0.00536224,0.000455956,0.999985,-0.911087,0.0534059,0.103021,0.000550402,0.0131482,0.000493443,0.999913
67,1,-2.00413,-0.333357,-0.0733971,-0.00214426,0.0248632,-0.00498946,0.999676,-0.944128,0.0856294,0.0968677,0.00102494,0.0135094,0.00100305,0.999908
67,2,0.145605,0.0931462,0.619241,0.00126503,-0.00521071,0.000453686,0.999986,-0.956442,0.0742547,-0.00774487,0.00102491,0.0141768,0.000995503,0.999898
68,1,-2.00414,-0.333359,-0.0733774,-0.00210479,0.0247428,-0.00496938,0.999679,-0.579599,0.0852199,0.270246,0.000873597,0.00858049,0.00106829,0.999962
68,2,0.145611,0.0931448,0.619262,0.00129495,-0.00495648,0.000461063,0.999987,-1.00372,0.0696076,0.00335154,0.00085802,0.0152182,0.00100602,0.999883
69,1,-2.00416,-0.33336,-0.0733552,-0.00206117,0.0246341,-0.00495167,0.999682,-0.67002,0.0363535,0.269504,0.000171575,0.0098378,8.77897e-05,0.999952
69,2,0.14561,0.0931456,0.619293,0.00129704,-0.00472601,0.000454804,0.999988,-1.10027,0.0206693,0.000649822,0.000147303,0.0164754,3.29003e-05,0.999864
70,1,-2.00417,-0.333362,-0.0733458,-0.00200669,0.0245335,-0.00493323,0.999685,-0.647841,-0.0129286,0.261644,-0.00036655,0.0100046,-0.00114868,0.999949
70,2,0.145596,0.0931484,0.61935,0.00128172,-0.00448414,0.000439529,0.999989,-0.479976,-0.0379812,0.244028,-0.0003548,0.00574095,-0.00111291,0.999983
71,1,-2.00417,-0.333365,-0.0733636,-0.00196127,0.0243946,-0.00492043,0.999688,-0.720539,-0.0569164,0.291397,-8.04205e-05,0.0099812,-0.00178683,0.999949
71,2,0.145577,0.0931528,0.619417,0.00124536,-0.00424268,0.000413978,0.99999,-0.580758,-0.0441706,0.218614,-8.04363e-05,0.0073159,-0.00176336,0.999972
72,1,-2.00417,-0.333369,-0.0734237,-0.0019156,0.0242048,-0.00490806,0.999693,-0.711437,-0.0452988,0.244096,0.000142448,0.0104854,-0.00150951,0.999944
72,2,0.145554,0.0931569,0.619486,0.00121435,-0.00404931,0.000393338,0.999991,-0.570224,-0.0329371,0.171382,0.000134131,0.00782011,-0.00148612,0.999968
73,1,-2.00415,-0.333374,-0.0735042,-0.00186809,0.0240106,-0.00489617,0.999698,-0.732552,-0.0488516,0.235527,-0.000233503,0.0111519,-0.000914626,0.999937
73,2,0.145528,0.0931603,0.619556,0.0011942,-0.0038895,0.000379382,0.999992,-0.590242,-0.0367721,0.162615,-0.000247782,0.00848622,-0.000890729,0.999964
74,1,-2.00413,-0.333379,-0.0735938,-0.00182839,0.0238384,-0.00488747,0.999702,-0.887583,0.0491875,0.246944,0.000454269,0.0124927,-0.00036347,0.999922
74,2,0.145499,0.0931643,0.619631,0.00116636,-0.00373476,0.000361,0.999992,-0.671225,0.00830927,0.150166,0.000437167,0.00982753,-0.00033978,0.999952
75,1,-2.00412,-0.333382,-0.0736719,-0.00181208,0.0237331,-0.0048864,0.999705,-0.858567,0.0787885,0.229445,0.000778032,0.0126616,0.000116777,0.99992
75,2,0.14547,0.093167,0.619706,0.00115979,-0.00359064,0.000352579,0.999993,-0.659713,0.0598002,0.187416,0.000751304,0.00851757,0.000149197,0.999963
76,1,-2.0041,-0.333386,-0.0737502,-0.00178596,0.0235313,-0.00487592,0.99971,0.157557,0.0768519,0.623801,0.0010335,0.000285607,-0.000424134,0.999999
76,2,0.145441,0.0931704,0.619779,0.00113915,-0.00344328,0.000335914,0.999993,-0.70299,0.0576679,0.141899,0.00109429,0.0094156,-0.000479746,0.999955
77,1,-2.00409,-0.33339,-0.0738248,-0.00177365,0.0232746,-0.00486548,0.999716,0.0956234,0.0825917,0.61659,0.00154071,0.00171124,-0.00106754,0.999997
77,2,0.145418,0.093173,0.619837,0.00112371,-0.00333032,0.000322252,0.999994,-0.782438,0.0668783,0.141158,0.00161501,0.0108412,-0.00109975,0.999939
78,1,-2.00409,-0.333392,-0.0738923,-0.00177333,0.0229597,-0.004856,0.999723,0.186985,0.0748977,0.603267,0.00115702,0.000717022,-0.000585872,0.999999
78,2,0.145404,0.0931742,0.619888,0.00112832,-0.00314232,0.000315859,0.999994,-0.707447,0.0614742,0.131584,0.00124638,0.00984642,-0.000593677,0.999951
79,1,-2.00408,-0.333394,-0.0739466,-0.00178292,0.0226491,-0.00484853,0.99973,0.210017,0.0639282,0.612175,2.89361e-05,0.000967602,0.000789572,0.999999
79,2,0.1454,0.0931732,0.619917,0.00115931,-0.00295629,0.00032228,0.999995,-0.700767,0.0492545,0.146511,0.000116495,0.0100975,0.000792377,0.999949
80,1,-2.00408,-0.333395,-0.0739941,-0.00178884,0.0223435,-0.00484032,0.999737,0.135519,0.0668699,0.58617,0.000324317,0.00253083,0.000446105,0.999997
