frame_id,object_id,tx,ty,tz,qx,qy,qz,qw,gt_tx,gt_ty,gt_tz,gt_qx,gt_qy,gt_qz,gt_qw
17,1,0.0227311,-0.015608,0.483133,-3.74848e-05,-0.00932216,-0.00164901,0.999955,-0.20726,0.10098,0.361746,0.00234535,-0.00222852,-0.000423713,0.999995
17,2,-0.0678429,0.327281,0.343819,0.0126352,-0.00574654,-0.00359271,0.999897,0.273013,0.0352913,0.396879,0.00228844,-0.0184732,-0.000230571,0.999827
18,1,-0.0838842,-0.00557816,0.376203,-0.000767158,-0.00541233,0.00087045,0.999985,-0.194369,0.159411,0.375107,0.00400191,-0.00238752,0.000717283,0.999989
18,2,-0.00347089,-0.02326,0.402161,-0.00035621,-0.0090275,-0.0136858,0.999866,0.279939,0.0567415,0.398262,0.00394884,-0.0186326,0.000806862,0.999818
19,1,-0.191904,0.0172031,0.344001,0.000343863,-0.00292165,-0.00016101,0.999996,-0.200972,0.149017,0.369522,0.00292171,-0.00265699,0.00160629,0.999991
19,2,0.103673,-0.441653,0.359084,-0.0179318,-0.0127783,0.00299511,0.999753,0.286352,0.0477194,0.399247,0.0029064,-0.0189023,0.00158307,0.999816
20,1,-0.0808588,0.0242352,0.405082,-0.000870904,-0.00558625,0.00235537,0.999981,-0.206346,0.153476,0.396757,0.00247484,-0.0034545,0.0038997,0.999983
20,2,0.322902,0.00224683,0.398618,-0.00064403,-0.0211499,6.5979e-05,0.999776,0.277354,0.0169919,0.432485,0.00255153,-0.0201481,0.00378548,0.999787
21,1,-0.121791,0.0167432,0.366339,-0.000129726,-0.00432868,0.000330884,0.999991,-0.43745,-0.0556561,0.24755,-0.00112959,0.00400627,0.000465207,0.999991
21,2,-1.12722,0.427597,0.236513,0.0159207,0.0323867,0.000964987,0.999348,0.279969,-0.0138887,0.415181,-0.000919175,-0.0194073,0.00027405,0.999811
22,1,-0.323632,-0.00723135,0.329476,-0.000282382,-0.000282352,-0.000210534,1,-0.450619,-0.110256,0.27744,-0.00225083,0.00333276,-0.00158351,0.999991
22,2,2.34063,-2.06391,1.12545,-0.0797896,-0.0934573,0.0175601,0.992266,0.284509,-0.0348084,0.457095,-0.00206751,-0.0200809,-0.00169658,0.999795
23,1,-0.126242,-0.0170619,0.393388,-0.00119318,-0.0042643,0.0012169,0.999989,-0.464065,-0.125712,0.238485,-0.00203616,0.0039143,-0.00151533,0.999989
23,2,-0.777196,0.0371009,0.222256,0.000546076,0.0183595,0.00792317,0.9998,0.290371,-0.0516946,0.4299,-0.00192589,-0.0195007,-0.0015291,0.999807
24,1,-0.197483,-0.0430494,0.278109,-0.00136404,-0.00163195,0.000356736,0.999998,-0.467594,0.00426359,0.231232,0.000647315,0.00401846,0.000201172,0.999992
24,2,0.324945,-0.200932,0.524629,-0.00966643,-0.0201171,0.0158179,0.999626,0.303293,-0.0114368,0.435706,0.000726336,-0.0193962,0.000218865,0.999812
25,1,-0.15709,0.0164132,0.363295,0.000298026,-0.00345234,-0.000412515,0.999994,-0.48058,-0.0022356,0.232895,-0.000199507,0.0043843,-9.35086e-05,0.99999
25,2,-1.05854,-1.18975,0.27746,-0.0392918,0.0257126,0.00116227,0.998896,-0.15021,-0.0325992,0.382413,-0.000167214,-0.00486361,-9.09142e-05,0.999988
26,1,-0.20785,-0.00638017,0.318443,-0.000950079,-0.00164608,0.00127045,0.999997,-0.641721,-0.306511,0.188016,-0.00384473,0.00744296,-0.00345566,0.999959
26,2,0.887637,-0.174145,0.830896,-0.00858686,-0.0398024,0.00878426,0.999132,-0.143396,-0.100815,0.414639,-0.0038451,-0.0063348,-0.0033963,0.999967
27,1,-0.16013,-0.0325755,0.267161,-0.00162013,-0.00171329,0.00189497,0.999995,-0.655071,-0.1963,0.147367,-0.00366497,0.00849199,-0.00142818,0.999956
27,2,0.268933,0.0121275,0.608245,-0.00066416,-0.0192585,0.00265218,0.999811,-0.146112,-0.0939508,0.380299,-0.00373084,-0.00528426,-0.00126481,0.999978
28,1,-0.339442,0.00188097,0.270788,-0.00089115,0.00105162,0.00173875,0.999998,-0.664659,0.014813,0.136305,-0.00183388,0.00898576,0.00235507,0.999955
28,2,0.841801,0.692148,0.643071,0.0203081,-0.0368931,0.00367468,0.999106,-0.147282,-0.0462902,0.378344,-0.00188341,-0.00478942,0.0025953,0.999983
29,1,-0.183432,-0.0270787,0.317245,-0.00203791,-0.0014495,0.00262288,0.999993,-0.654764,0.0174386,0.17558,0.000236412,0.0079228,0.00309371,0.999964
29,2,-1.4656,-1.62907,0.190723,-0.0471286,0.0334187,-0.0118335,0.99826,-0.143207,-0.0105268,0.400806,0.000266237,-0.00585205,0.00335613,0.999977
30,1,-0.133617,0.052632,0.283518,0.00136502,-0.00190915,-0.000484702,0.999997,-0.672415,0.0535012,0.136046,0.000159825,0.00852969,0.00120047,0.999963
30,2,-0.476637,-0.618417,0.129452,-0.0164,0.00453746,-0.0077936,0.999825,-0.338416,0.00528398,0.312533,0.000214779,0.000411882,0.00135132,0.999999
31,1,-0.0740746,0.012999,0.432688,-0.000324224,-0.00416993,0.000577177,0.999991,-1.10458,-0.00492429,-0.0691231,0.00196295,0.0179364,-0.00352066,0.999831
31,2,-0.905361,-0.734982,0.164532,-0.0190027,0.0158461,-0.0095087,0.999649,-0.355249,0.0208425,0.334505,0.00205294,-0.000366015,-0.00322273,0.999993
32,1,-0.216434,0.0932913,0.313673,0.0023898,-0.000583394,-0.0010906,0.999996,-0.823341,0.00657191,0.0413119,0.00147051,0.012152,-0.00193574,0.999923
32,2,-0.85545,-0.320858,0.344312,-0.0105489,0.0133908,0.00300331,0.99985,-0.352045,0.0154676,0.305418,0.00146926,-5.87508e-05,-0.00177975,0.999997
33,1,-0.175748,0.0209109,0.249598,0.000360225,-0.000187,-7.95329e-05,1,-0.850665,0.00753596,0.0455364,-0.000716423,0.0132359,0.00131264,0.999911
33,2,-0.00185358,0.177204,0.376533,0.00608231,-0.010246,-0.00319823,0.999924,-0.343169,-0.00683424,0.321389,-0.000722103,-0.000163748,0.00147407,0.999999
34,1,-0.192882,0.0400291,0.330038,0.00113942,-0.000622966,-0.000818122,0.999999,-0.775026,-0.0711013,0.0668646,-0.00206155,0.0115544,0.00206801,0.999929
34,2,0.00957171,0.00764368,0.532199,-0.000495883,-0.0114277,0.00152958,0.999933,-0.357245,-0.0351102,0.319576,-0.00202422,0.000173445,0.00223642,0.999995
35,1,-0.186181,-0.0116254,0.312163,-0.00157651,-0.000124181,0.00223096,0.999996,-1.25832,-0.0323503,-0.174694,-0.00206587,0.0202088,-0.000265459,0.999794
35,2,-0.596415,1.4971,0.339849,0.0377202,0.00507209,0.00841117,0.99924,-0.37062,-0.0348519,0.316765,-0.00195396,0.000312951,0.000107837,0.999998
36,1,-0.192182,0.106553,0.366864,0.00295421,-0.000839083,-0.00163191,0.999994,-0.991994,-0.0760975,-0.0343715,-0.000956739,0.0155487,-0.00253719,0.999875
36,2,-3.59481,-1.97916,-0.172163,-0.046957,0.0818812,-0.0242145,0.995241,-0.362183,-0.024762,0.284848,-0.0009018,7.55583e-05,-0.00220299,0.999997
37,1,-0.297503,-0.065156,0.335845,-0.00106707,0.00139164,-0.000580499,0.999998,-1.01586,-0.0287898,-0.0269607,0.000349476,0.0157473,-0.000179624,0.999876
37,2,-0.22023,0.00788978,0.342422,0.000217058,-0.0040054,-0.000677345,0.999992,-0.368011,0.0225061,0.290293,0.000373127,0.000273741,0.000163046,1
38,1,-0.053107,-0.00496176,0.433436,-0.00109562,-0.00277165,0.00170466,0.999994,-0.724758,0.0840759,0.109287,0.00135752,0.0105428,0.000676125,0.999943
38,2,-0.364279,-0.03536,0.18518,0.000681945,0.00057851,-0.00437291,0.99999,-0.371181,0.060314,0.333147,0.0013865,-0.000635605,0.000904048,0.999998
39,1,-0.430632,-0.0139023,0.233934,-0.000212743,0.00454071,-3.51121e-05,0.99999,-0.746062,0.0613921,0.0768562,0.000729216,0.0111204,4.71012e-05,0.999938
39,2,-0.57754,-0.335284,0.266365,-0.00875797,0.00488566,4.83032e-05,0.99995,-0.377759,0.037411,0.294354,0.00077092,-5.84113e-05,0.000250893,1
40,1,-0.516025,-0.0112645,0.18515,0.000297608,0.00635099,-0.000690254,0.99998,-0.750804,0.0449958,0.090107,-0.000279909,0.0105086,0.00117054,0.999944
40,2,-0.249338,-0.145166,0.334491,-0.00305801,-0.00320018,-0.002442,0.999987,-0.125845,0.0358586,0.34251,-0.000198582,-0.00474406,0.0014403,0.999988
41,1,-0.413396,0.0293084,0.320165,0.000463739,0.00370777,-5.59235e-05,0.999993,-0.637267,0.0559481,0.147854,-0.000396544,0.00887489,0.00246891,0.999957
41,2,-0.897394,-0.220847,0.0549602,-0.00677578,0.0136015,0.00368903,0.999878,-0.113676,0.0440586,0.393742,-0.000257064,-0.00609132,0.00274165,0.999978
42,1,-0.362301,0.0166546,0.24899,0.00026566,0.00376478,-0.000109081,0.999993,-0.67212,0.0930404,0.102883,0.00110873,0.0098113,0.00197343,0.999949
42,2,-0.510113,-0.28661,0.2053,-0.00611352,0.00375098,-0.00252242,0.999971,-0.129885,0.082998,0.343446,0.0013197,-0.0051543,0.00223223,0.999983
43,1,-0.63533,0.0821833,0.190588,0.00159017,0.00788488,-0.000691897,0.999967,-0.698568,0.097057,0.0932105,0.00230437,0.00946358,-0.00159575,0.999951
43,2,0.0799053,0.113156,0.507909,0.00122409,-0.0113051,0.00315977,0.99993,-0.139088,0.0844316,0.329689,0.00252548,-0.00550224,-0.00139233,0.999981
44,1,-0.423349,0.00206452,0.319497,-4.58316e-05,0.004067,-0.000206498,0.999992,-0.481931,-0.00188837,0.268425,0.000737383,0.00535529,-0.00196163,0.999983
44,2,-0.25165,-0.225488,0.330672,-0.0063146,-0.00259471,0.00187178,0.999975,-0.128898,0.0337832,0.380315,0.000877923,-0.00697866,-0.00183392,0.999974
45,1,-0.395359,-0.0181936,0.247521,-0.000972866,0.00454403,0.00130558,0.999988,-0.498214,0.00906056,0.25283,-0.000865049,0.00615997,-0.00012913,0.999981
45,2,-2.17995,-1.43464,-0.301848,-0.0296542,0.0411896,-0.00923647,0.998668,-0.271255,0.0207872,0.308686,-0.000796223,-0.00114527,-5.34452e-05,0.999999
46,1,-0.358011,0.024188,0.264656,0.00135425,0.00384012,-0.00158294,0.99999,-0.473902,-0.0203323,0.220936,-0.00129322,0.00661395,0.000282157,0.999977
46,2,-0.557027,-0.171758,0.21036,-0.0048171,0.00441237,0.00174792,0.999977,-0.271049,0.00559136,0.310857,-0.00121673,-0.00125552,0.000379721,0.999998
47,1,-0.387352,0.029852,0.258695,0.00122887,0.00420123,-0.00129219,0.99999,-0.488169,-0.0073893,0.248779,-0.000713808,0.00565556,0.000485853,0.999984
47,2,0.0609793,-0.204532,0.49155,-0.004896,-0.00974259,5.29448e-05,0.999941,-0.271073,0.0188865,0.328188,-0.000629987,-0.00221316,0.000598224,0.999997
48,1,-0.413577,0.0106974,0.233966,0.000994871,0.00492708,-0.00139431,0.999986,-0.527048,-0.0219651,0.192161,-0.000351906,0.00685919,-0.000777138,0.999976
48,2,-0.544649,-0.0445665,0.226039,-0.0010584,0.00373604,-0.00020504,0.999992,-0.294523,0.00405091,0.260971,-0.000268907,-0.0010104,-0.000657433,0.999999
49,1,-0.5198,0.0160597,0.289532,0.00174138,0.00568796,-0.00300995,0.999978,-0.554584,-0.0225909,0.188733,-0.000358244,0.00705409,-0.00103617,0.999975
49,2,-0.328762,-0.210163,0.367977,-0.0040769,-0.00128379,-0.00163724,0.99999,-0.307205,0.00299312,0.247559,-0.000287823,-0.000815054,-0.000911961,0.999999
50,1,-0.325765,0.054155,-0.0738154,-0.00385823,0.00651568,0.00953925,0.999926,-0.570168,-0.0167517,0.253367,0.000122459,0.00621125,-0.00118402,0.99998
50,2,-0.571465,-2.75277,0.341271,-0.0469539,0.00355027,-0.0272855,0.998518,-0.458259,0.0110003,0.26111,0.000149154,0.00236487,-0.00112282,0.999997
51,1,-0.539348,0.024948,0.0919952,-0.000131425,0.00773382,0.000917031,0.99997,-0.626697,0.00459875,0.152528,-3.27416e-05,0.00857499,-0.000581182,0.999963
51,2,-1.05634,-0.507552,-0.0248038,-0.0060117,0.0150606,-0.0107942,0.99981,-0.480248,0.0144234,0.200343,-6.49896e-06,0.00372276,-0.000504833,0.999993
52,1,-0.403997,-0.00133044,0.0367391,-0.00131341,0.00650531,0.00262812,0.999975,-0.664405,0.00752887,0.134624,0.000220358,0.00899519,-0.000463791,0.999959
52,2,-1.05492,-0.249025,0.0214942,-0.00746605,0.0150062,0.00431906,0.99985,-0.505428,0.0171021,0.17019,0.000242872,0.00414194,-0.000388761,0.999991
53,1,-0.64148,-0.0597729,-0.0294902,-0.00100422,0.00968179,0.000305817,0.999953,-0.689408,5.2907e-05,0.166164,0.000371847,0.00819209,-0.000767783,0.999966
53,2,-1.15992,0.0459217,-0.0105563,0.000927592,0.0165674,-0.000655719,0.999862,-0.517857,0.00926442,0.19024,0.000389647,0.00333974,-0.000695998,0.999994
54,1,-0.578709,0.00189377,0.0356275,-0.000655123,0.0084835,0.0013479,0.999963,-0.715934,-0.0217212,0.140124,3.64957e-05,0.00936323,-0.000901338,0.999956
54,2,-0.853725,-0.126334,0.0627112,-0.00307435,0.0112672,0.000590618,0.999932,-0.530983,-0.0129195,0.152733,4.7426e-05,0.00451086,-0.000831791,0.999989
55,1,-0.677142,-0.0816851,-0.0198926,-0.000862539,0.00997179,-0.000567718,0.99995,-0.743509,0.00435014,0.144462,4.9724e-05,0.00959539,-0.000579851,0.999954
55,2,-1.9728,-1.0745,-0.460028,-0.0207918,0.0340394,-0.00200024,0.999202,-1.70819,0.00410619,-0.327942,2.89749e-05,0.0294932,-0.000862638,0.999565
56,1,-0.703188,-0.026072,-0.0128986,-0.000624952,0.010187,0.000689327,0.999948,-0.960062,0.0193916,0.0547724,0.000189072,0.0121723,-0.000389412,0.999926
56,2,-0.620147,-0.0330527,0.0246195,-0.00348536,0.00832027,0.00568695,0.999943,-1.75262,0.0155301,-0.321633,0.000182554,0.0291988,-0.000627146,0.999573
57,1,-0.815602,-0.0714863,0.0836016,-0.00167489,0.0110492,0.00126911,0.999937,-1.02019,-0.00242883,-0.00975959,-0.000215624,0.0141073,-0.000466288,0.9999
57,2,-0.817819,-0.398241,-0.0597857,-0.00820286,0.0121821,0.000576926,0.999892,-1.81903,-0.00633453,-0.40787,-0.000213674,0.0311321,-0.000704372,0.999515
58,1,-0.970033,-0.127369,-0.0480617,-0.00177228,0.0136077,-4.06998e-06,0.999906,-1.06675,-0.00523975,-0.0239756,-0.000135072,0.014739,-0.000888382,0.999891
58,2,-0.448677,-0.0998371,0.214792,-0.00128781,0.00411862,-0.00136698,0.99999,-1.86976,-0.00849737,-0.444178,-0.000117044,0.0317644,-0.00113257,0.999495
59,1,-0.773025,-0.0361351,-0.00969973,0.000602479,0.0109722,-0.00222668,0.999937,-1.10185,-0.00027906,-0.00662162,5.5416e-05,0.0153579,-0.000749849,0.999882
59,2,-0.420062,0.000518923,0.268392,0.00357776,0.0030982,-0.00692703,0.999965,-0.918913,-0.0119908,0.0159986,5.23395e-05,0.0139962,-0.00073013,0.999902
60,1,-0.9181,-0.0144105,-0.0813989,0.000144499,0.0130725,-0.000771432,0.999914,-1.16462,0.0236517,0.0133179,0.000424583,0.0157073,-0.000293274,0.999876
60,2,-0.966933,1.01926,0.0739877,0.0189812,0.0129635,-3.7442e-05,0.999736,-0.930126,0.0260948,-0.00616259,0.000417542,0.0132398,-0.000258515,0.999912
61,1,-0.810005,0.0154987,-0.0500091,0.000665686,0.0118234,-0.000887181,0.999929,-1.0051,0.0166933,0.0701068,0.000254239,0.0136341,-0.000383864,0.999907
61,2,-0.872176,0.104279,0.134035,0.00431005,0.0111937,-0.00488244,0.999916,-0.952968,0.0142105,-0.0459782,0.00025688,0.0144784,-0.000395257,0.999895
62,1,-0.841617,0.0526772,0.0194878,0.00167666,0.0119225,-0.00205177,0.999925,-1.0578,-0.00353622,0.0418642,-0.000206878,0.0144388,-0.000488364,0.999896
62,2,-0.878583,-0.101077,0.0557569,-0.000906558,0.012161,-0.00182228,0.999924,-0.998844,-0.00626431,-0.0834089,-0.000203815,0.0152831,-0.000499797,0.999883
63,1,-0.873745,-0.0415893,0.033201,-0.000430873,0.0123611,-0.000231002,0.999923,-1.13102,0.00870618,0.0518508,-8.29413e-05,0.0151705,-0.000163543,0.999885
63,2,-0.960795,-0.22518,-0.0619206,-0.00418271,0.0144487,0.000391716,0.999887,-1.06532,0.00579379,-0.0826977,-7.96733e-05,0.0160148,-0.000175318,0.999872
64,1,-1.07655,0.00493177,0.0211216,-0.000489827,0.0147297,0.001129,0.999891,-1.15361,0.0166358,0.0271171,1.46205e-06,0.0162372,0.000193787,0.999868
64,2,-0.901385,-1.01574,-0.266047,-0.0148308,0.015082,-0.00529304,0.999762,-1.08143,0.0136089,-0.116905,4.33079e-06,0.0170815,0.000181842,0.999854
65,1,-0.969928,0.0414753,0.0178973,0.000346574,0.0135149,0.000265473,0.999909,-1.2038,0.0315027,0.00951928,0.000459451,0.0170433,2.75324e-05,0.999855
65,2,-2.48293,0.882127,-0.697705,0.0140028,0.0397785,0.00211467,0.999108,-0.840537,0.04258,0.0872967,0.00044618,0.0121368,9.5167e-05,0.999926
66,1,-0.782216,0.00452414,0.132565,-0.000232944,0.0111341,0.00059341,0.999938,-0.89694,0.0648948,0.201865,0.000549213,0.0124798,0.000502031,0.999922
66,2,-1.90359,0.139974,-0.448184,0.00334656,0.0297875,-0.0021047,0.999548,-0.911087,0.0534059,0.103021,0.000550402,0.0131482,0.000493443,0.999913
67,1,-0.90069,0.0708478,0.217013,0.000924973,0.0122952,-0.00039445,0.999924,-0.944128,0.0856294,0.0968677,0.00102494,0.0135094,0.00100305,0.999908
67,2,-0.101111,0.0217021,0.404107,-0.000221431,-0.000720914,0.00101064,0.999999,-0.956442,0.0742547,-0.00774487,0.00102491,0.0141768,0.000995503,0.999898
68,1,-0.754238,0.0861324,0.306047,0.000170665,0.0105946,0.00190837,0.999942,-0.579599,0.0852199,0.270246,0.000873597,0.00858049,0.00106829,0.999962
68,2,-0.0600606,-0.00695468,0.466853,0.00267439,-0.00151831,-0.00522807,0.999982,-1.00372,0.0696076,0.00335154,0.00085802,0.0152182,0.00100602,0.999883
69,1,-0.661729,0.0897694,0.236206,0.000761495,0.00970155,0.000587615,0.999952,-0.67002,0.0363535,0.269504,0.000171575,0.0098378,8.77897e-05,0.999952
69,2,-0.669173,-0.0355255,0.14305,0.00545016,0.00867983,-0.0118067,0.999878,-1.10027,0.0206693,0.000649822,0.000147303,0.0164754,3.29003e-05,0.999864
70,1,-0.794122,0.236473,0.33329,0.00272567,0.0109597,-0.000122611,0.999936,-0.647841,-0.0129286,0.261644,-0.00036655,0.0100046,-0.00114868,0.999949
70,2,-0.203519,0.768935,0.635306,0.0190096,-0.000109288,-0.0126831,0.999739,-0.479976,-0.0379812,0.244028,-0.0003548,0.00574095,-0.00111291,0.999983
71,1,-1.0233,0.117494,0.308843,0.00251335,0.0133771,-0.00321671,0.999902,-0.720539,-0.0569164,0.291397,-8.04205e-05,0.0099812,-0.00178683,0.999949
71,2,0.934356,0.558954,1.13223,0.0166261,-0.0178861,-0.0142896,0.9996,-0.580758,-0.0441706,0.218614,-8.04363e-05,0.0073159,-0.00176336,0.999972
72,1,-0.981046,0.0603874,0.239345,0.0010923,0.0131225,-0.00121477,0.999913,-0.711437,-0.0452988,0.244096,0.000142448,0.0104854,-0.00150951,0.999944
72,2,-0.829406,-0.222872,0.213218,0.0012383,0.0106431,-0.0098923,0.999894,-0.570224,-0.0329371,0.171382,0.000134131,0.00782011,-0.00148612,0.999968
73,1,-1.00151,0.0751737,0.254049,0.000666914,0.0133935,0.000379617,0.99991,-0.732552,-0.0488516,0.235527,-0.000233503,0.0111519,-0.000914626,0.999937
73,2,-1.00755,-0.066668,0.0575336,-0.000688883,0.0139645,-0.000769231,0.999902,-0.590242,-0.0367721,0.162615,-0.000247782,0.00848622,-0.000890729,0.999964
74,1,-1.01817,0.105546,0.150822,0.000226641,0.0138211,0.00265913,0.999901,-0.887583,0.0491875,0.246944,0.000454269,0.0124927,-0.00036347,0.999922
74,2,-0.732108,-0.206827,0.169382,-0.00383081,0.0097706,0.00109223,0.999944,-0.671225,0.00830927,0.150166,0.000437167,0.00982753,-0.00033978,0.999952
75,1,-1.07316,0.0257019,0.182133,-0.00106015,0.0144306,0.0038478,0.999888,-0.858567,0.0787885,0.229445,0.000778032,0.0126616,0.000116777,0.99992
75,2,-0.00751524,-0.000516251,0.499333,-0.00344229,-0.000977524,0.00678159,0.999971,-0.659713,0.0598002,0.187416,0.000751304,0.00851757,0.000149197,0.999963
76,1,-0.937385,0.0246564,0.404032,0.000605348,0.0126008,-0.00101781,0.99992,0.157557,0.0768519,0.623801,0.0010335,0.000285607,-0.000424134,0.999999
76,2,-0.399386,-0.264416,0.338022,-0.00269993,0.00459539,-0.00266569,0.999982,-0.70299,0.0576679,0.141899,0.00109429,0.0094156,-0.000479746,0.999955
77,1,-0.911661,-0.0484085,0.33135,0.000738679,0.0122778,-0.00381784,0.999917,0.0956234,0.0825917,0.61659,0.00154071,0.00171124,-0.00106754,0.999997
77,2,-0.283705,-0.623743,0.267482,-0.0117164,0.00350468,0.0053559,0.999911,-0.782438,0.0668783,0.141158,0.00161501,0.0108412,-0.00109975,0.999939
78,1,-0.910825,0.0684275,0.387069,0.000354723,0.012372,0.000866406,0.999923,0.186985,0.0748977,0.603267,0.00115702,0.000717022,-0.000585872,0.999999
78,2,-0.305866,0.067212,0.304896,-0.000107859,0.00361282,0.00215356,0.999991,-0.707447,0.0614742,0.131584,0.00124638,0.00984642,-0.000593677,0.999951
